instance,sat_result,status,runtime_s,n_vars,n_hard_clauses,n_soft_clauses,n_optimization_clauses,n_total_clauses,peak_memory_mb,memory_metric,solver,precedence_mode,staircase,encoding_variant,total_breaks,fairness_gap,participant_breaks,busy_participants_per_slot,assignment,schedule_by_slot,validation_errors,enabled_constraints,error_type,error_message,message_type,n_clauses,n_soft,total_clauses
tic-13.fixed020-Forb,UNSAT,UNSAT,0.286559,24379,59954,6,0,59960,101.535,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,59954,6,59960
tic-13.fixed040-Forb,UNSAT,UNSAT,0.265346,23554,53631,6,0,53637,98.656,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,53631,6,53637
tic-13crafb.fixed020-Forb,SAT,OPTIMAL,0.320026,22777,57771,8,0,57779,108.781,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,16,1,"0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1","30,34,36,38,42,40,36,40,38,34","5,1,2,7,3,10,9,4,2,8,8,10,3,7,7,4,9,6,10,9,3,8,1,8,5,4,3,9,10,7,1,4,6,10,3,7,9,8,5,10,8,9,2,5,1,10,7,4,4,9,1,8,10,7,5,6,6,7,2,3,4,1,8,3,8,1,4,10,6,2,4,4,6,10,8,1,2,9,7,3,5,8,9,5,10,8,9,4,5,2,6,1,5,2,4,7,8,5,4,2,1,9,5,10,3,6,9,8,7,10,2,5,8,9,7,5,4,10,9,1,3,4,7,5,6,8,2,6,5,3,9,10,2,6,9,5,6,3,7,2,8,4,6,8,4,1,7,6,5,3,1,10,6,2,3,9,6,3,2,1,5,6,4,4,7,6,5,3,10,2,8,1,9,6,8,7,3,5,9,3,2,5,7,6",1:M2 M23 M31 M45 M51 M62 M66 M76 M92 M101 M120 M146 M151 M160 M172 | 2:M3 M9 M43 M59 M70 M77 M90 M94 M100 M111 M127 M133 M140 M154 M159 M170 M181 | 3:M5 M13 M21 M27 M35 M60 M64 M80 M105 M121 M130 M138 M150 M155 M158 M168 M177 M180 | 4:M8 M16 M26 M32 M48 M49 M61 M67 M71 M72 M88 M95 M99 M117 M122 M142 M145 M163 M164 | 5:M1 M25 M39 M44 M55 M81 M84 M89 M93 M98 M103 M112 M116 M124 M129 M136 M149 M161 M167 M178 M182 | 6:M18 M33 M56 M57 M69 M73 M91 M106 M125 M128 M134 M137 M143 M148 M153 M157 M162 M166 M174 M184 | 7:M4 M14 M15 M30 M36 M47 M54 M58 M79 M96 M109 M115 M123 M139 M147 M165 M176 M183 | 8:M10 M11 M22 M24 M38 M41 M52 M63 M65 M75 M82 M86 M97 M108 M113 M126 M141 M144 M171 M175 | 9:M7 M17 M20 M28 M37 M42 M50 M78 M83 M87 M102 M107 M114 M119 M131 M135 M156 M173 M179 | 10:M6 M12 M19 M29 M34 M40 M46 M53 M68 M74 M85 M104 M110 M118 M132 M152 M169,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,57771,8,57779
tic-13crafb.fixed040-Forb,UNSAT,UNSAT,0.234845,21946,51040,8,0,51048,98.203,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,51040,8,51048
tic-13crafc.fixed020-Forb,UNSAT,UNSAT,0.294099,24539,60314,6,0,60320,108.086,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,60314,6,60320
tic-13crafc.fixed040-Forb,UNSAT,UNSAT,0.247641,23748,54059,6,0,54065,104.262,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,54059,6,54065
tic-14crafa.fixed020-Forb,SAT,OPTIMAL,0.349543,27496,71945,7,0,71952,113.473,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,34,2,"0,0,1,1,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,1,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,2,0,1,1,1","46,44,48,50,52,52,50,50,42,40","7,10,9,8,5,2,1,3,8,4,2,1,7,5,9,10,8,6,6,10,3,5,7,7,8,9,3,2,10,1,4,1,9,3,3,5,2,4,5,6,4,7,2,6,8,9,5,3,10,9,2,4,1,4,3,9,7,2,10,6,5,6,7,8,1,4,9,2,3,10,7,8,5,1,6,10,3,1,6,4,2,9,5,10,8,7,3,6,4,1,8,2,3,4,1,2,5,7,3,4,8,6,1,10,5,2,5,3,3,4,2,6,5,2,4,7,9,10,3,5,8,7,9,5,2,5,6,1,7,3,6,5,2,5,4,8,10,7,1,3,9,7,6,8,4,1,4,8,7,1,5,3,10,9,4,6,1,8,7,2,6,8,4,3,9,7,5,2,10,6,2,9,1,9,8,6,5,1,3,1,3,9,8,4,10,2,8,6,4,5,10,7,8,5,7,4,9,8,10,6,6,3,7,4,10,6,2,8,9,1,7,1,6,4,9,5,8,7,1,9,7,6,8,3,5,1,4,10,5,4,3,6,2,7,8,10,6",1:M7 M12 M30 M32 M53 M65 M74 M78 M90 M95 M103 M128 M139 M146 M150 M157 M173 M178 M180 M210 M212 M219 M226 | 2:M6 M11 M28 M37 M43 M51 M58 M68 M81 M92 M96 M106 M111 M114 M125 M133 M160 M168 M171 M186 M207 M233 | 3:M8 M21 M27 M34 M35 M48 M55 M69 M77 M87 M93 M99 M108 M109 M119 M130 M140 M152 M164 M179 M181 M202 M224 M231 | 4:M10 M31 M38 M41 M52 M54 M66 M80 M89 M94 M100 M110 M115 M135 M145 M147 M155 M163 M184 M189 M196 M204 M214 M227 M230 | 5:M5 M14 M22 M36 M39 M47 M61 M73 M83 M97 M105 M107 M113 M120 M124 M126 M132 M134 M151 M167 M177 M190 M194 M216 M225 M229 | 6:M18 M19 M40 M44 M60 M62 M75 M79 M88 M102 M112 M127 M131 M143 M156 M161 M170 M176 M188 M200 M201 M206 M213 M222 M232 M237 | 7:M1 M13 M23 M24 M42 M57 M63 M71 M86 M98 M116 M122 M129 M138 M142 M149 M159 M166 M192 M195 M203 M211 M218 M221 M234 | 8:M4 M9 M17 M25 M45 M64 M72 M85 M91 M101 M121 M136 M144 M148 M158 M162 M175 M183 M187 M193 M198 M208 M217 M223 M235 | 9:M3 M15 M26 M33 M46 M50 M56 M67 M82 M117 M123 M141 M154 M165 M172 M174 M182 M197 M209 M215 M220 | 10:M2 M16 M20 M29 M49 M59 M70 M76 M84 M104 M118 M137 M153 M169 M185 M191 M199 M205 M228 M236,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,71945,7,71952
tic-14crafa.fixed040-Forb,UNSAT,UNSAT,0.329756,26680,64098,7,0,64105,105.293,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,64098,7,64105
tic-14crafc.fixed020-Forb,SAT,OPTIMAL,0.430119,27734,72461,7,0,72468,115.91,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,45,2,"0,0,1,1,2,0,0,2,1,0,2,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,2,2,0,1,1,2,0,2,1,2,0,0,2,0,0,0,0,0,2,0,2,0,1,1,0,0,1,0,2,2,0,1,2,1","48,48,50,48,50,48,50,48,44,40","3,5,2,7,8,6,1,10,8,4,3,1,9,5,4,10,2,6,6,10,3,1,7,6,4,1,9,5,2,1,4,7,8,3,3,8,2,6,5,3,2,7,4,6,5,8,10,3,10,9,4,8,1,7,9,6,1,2,10,4,5,7,3,1,6,9,8,2,5,4,7,1,5,6,9,8,3,1,7,10,5,9,6,4,2,8,5,8,4,1,2,7,10,9,8,2,5,4,10,6,3,1,4,9,2,2,5,3,2,5,6,3,9,5,4,7,10,8,3,2,9,7,8,3,2,9,3,4,5,1,6,5,2,5,4,8,9,6,3,10,1,7,9,8,10,4,5,8,7,6,2,3,5,9,10,7,1,8,6,4,5,7,9,3,2,8,6,4,10,5,10,6,1,9,8,2,7,3,1,1,3,7,6,4,10,2,7,1,4,2,3,5,4,5,6,8,9,10,7,3,1,1,7,10,4,9,2,8,6,3,7,1,6,10,3,2,8,7,3,8,1,5,7,9,4,6,2,10,1,5,7,8,9,6,9,7,4",1:M7 M12 M22 M26 M30 M53 M57 M64 M72 M78 M90 M102 M130 M141 M157 M173 M179 M180 M188 M201 M202 M212 M221 M229 | 2:M3 M17 M29 M37 M41 M58 M68 M85 M91 M96 M105 M106 M109 M120 M125 M133 M151 M165 M176 M186 M190 M207 M216 M227 | 3:M1 M11 M21 M34 M35 M40 M48 M63 M77 M101 M108 M112 M119 M124 M127 M139 M152 M164 M178 M181 M191 M200 M210 M215 M219 | 4:M10 M15 M25 M31 M43 M51 M60 M70 M84 M89 M98 M103 M115 M128 M135 M146 M160 M168 M184 M189 M193 M205 M225 M237 | 5:M2 M14 M28 M39 M45 M61 M69 M73 M81 M87 M97 M107 M110 M114 M129 M132 M134 M147 M153 M161 M170 M192 M194 M222 M230 | 6:M6 M18 M19 M24 M38 M44 M56 M65 M74 M83 M100 M111 M131 M138 M150 M159 M167 M172 M183 M195 M209 M213 M226 M234 | 7:M4 M23 M32 M42 M54 M62 M71 M79 M92 M116 M122 M142 M149 M156 M162 M177 M182 M187 M199 M203 M211 M218 M223 M231 M236 | 8:M5 M9 M33 M36 M46 M52 M67 M76 M86 M88 M95 M118 M123 M136 M144 M148 M158 M166 M175 M196 M208 M217 M220 M232 | 9:M13 M27 M50 M55 M66 M75 M82 M94 M104 M113 M121 M126 M137 M143 M154 M163 M174 M197 M206 M224 M233 M235 | 10:M8 M16 M20 M47 M49 M59 M80 M93 M99 M117 M140 M145 M155 M169 M171 M185 M198 M204 M214 M228,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,72461,7,72468
tic-14crafc.fixed040-Forb,UNSAT,UNSAT,0.29078,26936,64650,7,0,64657,103.141,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,64650,7,64657
tic-14crafd.fixed020-Forb,UNSAT,UNSAT,0.323764,27697,72388,8,0,72396,104.145,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,72388,8,72396
tic-14crafd.fixed040-Forb,UNSAT,UNSAT,0.307945,26707,63997,8,0,64005,110.258,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,63997,8,64005
ticf-13crafa.fixed020-Forb,UNSAT,UNSAT,0.951367,84518,195269,19,0,195288,164.848,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,195269,19,195288
ticf-13crafa.fixed040-Forb,UNSAT,UNSAT,0.825482,72094,166092,19,0,166111,144.938,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,166092,19,166111
ticf-13crafb.fixed020-Forb,UNSAT,UNSAT,1.027738,85560,213291,20,0,213311,157.309,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,213291,20,213311
ticf-13crafb.fixed040-Forb,UNSAT,UNSAT,0.984706,83851,201711,20,0,201731,145.406,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,201711,20,201731
ticf-13crafc.fixed020-Forb,UNSAT,UNSAT,0.992624,84648,195581,19,0,195600,158.641,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,195581,19,195600
ticf-13crafc.fixed040-Forb,UNSAT,UNSAT,0.781923,72248,166452,19,0,166471,142.34,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,166452,19,166471
ticf-14crafa.fixed020-Forb,UNSAT,UNSAT,1.803478,151037,362304,20,0,362324,210.852,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,362304,20,362324
ticf-14crafa.fixed040-Forb,UNSAT,UNSAT,1.558509,144374,327968,20,0,327988,205.961,peak_process_tree_rss_mb,maxsat,traditional,no,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 2",,,result,327968,20,327988
