instance,sat_result,status,runtime_seconds,peak_memory_mb,memory_metric,solver,solver_backend,solver_binary,solver_message,maxsat_backend_preference,resolved_uwrmaxsat_bin,precedence_mode,encoding_variant,domain_mode,objective,objective_value,proven_optimum,objective_participant_count,objective_participants,idle_range_pstar,all_participant_idle_range,total_internal_idle_slots,initial_schedule_candidates,reduced_schedule_candidates,removed_schedule_candidates,n_vars,n_hard_clauses,n_soft_clauses,n_total_clauses,n_objective_lits,precedence_direct_edges,precedence_closure_edges,precedence_max_distance,participant_internal_idle_slots,busy_participants_per_slot,assignment,schedule_by_slot,validation_errors,enabled_constraints,error_type,error_message,message_type
forum-13.original,SAT,OPTIMAL,1.292204,123.316,peak_process_tree_rss_mb,maxsat,UWrMaxSAT,/home/adminlinux/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,process exit code=30,uwrmaxsat,/home/adminlinux/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,staircase,imp12+,reduced,internal_idle_slot_range_pstar,0,0,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",0,2,116,2395,2395,0,69248,158781,19,158800,19,0,0,0,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,2,2,0,2,2,2,2,2,0,0,0,2","22,24,26,24,24,28,28,26,20,20,22,12,10,6,6,6,4,0,0,0,0","1,2,3,4,7,5,8,6,11,14,1,2,3,4,5,6,7,10,2,4,1,3,5,8,1,2,1,2,3,8,4,5,9,3,7,9,4,5,6,11,10,11,14,16,15,2,3,1,1,2,5,4,6,3,7,11,8,6,11,10,7,3,6,2,3,4,8,6,7,10,5,9,8,2,12,11,13,11,7,8,10,12,2,6,9,5,13,1,6,7,8,2,4,5,9,12,3,1,10,6,9,8,13,7,8,6,1,7,3,4,5,2,11,7,8,4,9,10,13,12,11,6,4,11,17,12,5,7,9,15,10,16,14,3,6,4,10,7,8,15,9,12,5,1,13,11,17,16,10,6,7,9,8,3",1:M1 M11 M21 M25 M27 M48 M49 M88 M98 M107 M144 | 2:M2 M12 M19 M26 M28 M46 M50 M64 M74 M83 M92 M112 | 3:M3 M13 M22 M29 M34 M47 M54 M62 M65 M97 M109 M134 M154 | 4:M4 M14 M20 M31 M37 M52 M66 M93 M110 M116 M123 M136 | 5:M6 M15 M23 M32 M38 M51 M71 M86 M94 M111 M127 M143 | 6:M8 M16 M39 M53 M58 M63 M68 M84 M89 M100 M106 M122 M135 M150 | 7:M5 M17 M35 M55 M61 M69 M79 M90 M104 M108 M114 M128 M138 M151 | 8:M7 M24 M30 M57 M67 M73 M80 M91 M102 M105 M115 M139 M153 | 9:M33 M36 M72 M85 M95 M101 M117 M129 M141 M152 | 10:M18 M41 M60 M70 M81 M99 M118 M131 M137 M149 | 11:M9 M40 M42 M56 M59 M76 M78 M113 M121 M124 M146 | 12:M75 M82 M96 M120 M126 M142 | 13:M77 M87 M103 M119 M145 | 14:M10 M43 M133 | 15:M45 M130 M140 | 16:M44 M132 M148 | 17:M125 M147 | 18: | 19: | 20: | 21:,,"objective-only optimization: no hard upper bound on objective gap | unary domain filtering + participant matching GAC + slot saturation | distance-aware explicit E* bounds and cycle detection | (20),(22)-(27) exactly once over fully reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with compact forward channeling | (28) sparse shared suffix-ladder precedence over distance-labelled E* | linear P* first/last span encoding: B(p)=last-first+1-|Mp| | exact schedule <-> usedSlot channeling | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact max/min objective gap over P* with no hard upper bound",,,result
forum-13crafb.original,SAT,OPTIMAL,2.837681,150.449,peak_process_tree_rss_mb,maxsat,UWrMaxSAT,/home/adminlinux/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,process exit code=30,uwrmaxsat,/home/adminlinux/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,staircase,imp12+,reduced,internal_idle_slot_range_pstar,2,2,56,"1,2,3,4,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,36,37,38,39,40,41,42,43,44,45,47,48,51,53,54,56,57,58,59,60,61,62,63,64,65,66,76",2,2,91,3200,3200,0,81108,190329,20,190349,20,0,0,0,"2,2,2,2,0,0,2,1,2,2,0,1,2,2,2,2,2,2,2,2,0,2,2,0,2,2,0,2,2,1,2,1,2,0,0,2,2,2,2,1,2,1,1,2,0,0,0,0,0,0,2,0,2,2,0,2,2,2,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2","4,6,10,16,18,20,24,28,28,28,24,28,24,24,28,26,16,14,14,6,2,2","7,15,9,11,10,9,4,11,15,16,17,8,12,6,14,15,11,13,17,19,14,8,18,9,12,11,15,10,4,5,12,10,12,19,16,10,3,4,7,17,13,18,6,19,17,19,14,7,10,5,16,9,13,20,11,14,12,5,8,4,14,10,8,13,16,15,20,17,19,16,3,7,4,6,2,14,15,8,11,9,5,12,8,9,16,15,14,7,6,10,7,13,12,20,14,16,19,17,18,22,21,15,13,18,13,16,15,14,9,18,12,8,13,16,6,15,9,11,10,12,8,4,7,14,15,11,12,16,11,9,2,12,1,16,13,18,4,15,7,14,6,8,5,3,19,10,5,8,9,11,8,10,12,9,6,7,15,13,16,17,10,14,12,8,6,2,10,5,7,4,11,1,9,12,3,11,10,8,3,13,16,6,18,17,7,15,9,5,7,6,5,13,9,10,8",1:M133 M172 | 2:M75 M131 M166 | 3:M37 M71 M144 M175 M179 | 4:M7 M29 M38 M60 M73 M122 M137 M170 | 5:M30 M50 M58 M81 M143 M147 M168 M188 M191 | 6:M14 M43 M74 M89 M115 M141 M155 M165 M182 M190 | 7:M1 M39 M48 M72 M88 M91 M123 M139 M156 M169 M185 M189 | 8:M12 M22 M59 M63 M78 M83 M112 M121 M142 M148 M151 M164 M178 M195 | 9:M3 M6 M24 M52 M80 M84 M109 M117 M130 M149 M154 M173 M187 M193 | 10:M5 M28 M32 M36 M49 M62 M90 M119 M146 M152 M161 M167 M177 M194 | 11:M4 M8 M17 M26 M55 M79 M118 M126 M129 M150 M171 M176 | 12:M13 M25 M31 M33 M57 M82 M93 M111 M120 M127 M132 M153 M163 M174 | 13:M18 M41 M53 M64 M92 M103 M105 M113 M135 M158 M180 M192 | 14:M15 M21 M47 M56 M61 M76 M87 M95 M108 M124 M140 M162 | 15:M2 M9 M16 M27 M66 M77 M86 M102 M107 M116 M125 M138 M157 M186 | 16:M10 M35 M51 M65 M70 M85 M96 M106 M114 M128 M134 M159 M181 | 17:M11 M19 M40 M45 M68 M98 M160 M184 | 18:M23 M42 M99 M104 M110 M136 M183 | 19:M20 M34 M44 M46 M69 M97 M145 | 20:M54 M67 M94 | 21:M101 | 22:M100,,"objective-only optimization: no hard upper bound on objective gap | unary domain filtering + participant matching GAC + slot saturation | distance-aware explicit E* bounds and cycle detection | (20),(22)-(27) exactly once over fully reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with compact forward channeling | (28) sparse shared suffix-ladder precedence over distance-labelled E* | linear P* first/last span encoding: B(p)=last-first+1-|Mp| | exact schedule <-> usedSlot channeling | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact max/min objective gap over P* with no hard upper bound",,,result
forum-13crafc.original,SAT,OPTIMAL,1.252745,123.852,peak_process_tree_rss_mb,maxsat,UWrMaxSAT,/home/adminlinux/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,process exit code=30,uwrmaxsat,/home/adminlinux/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,staircase,imp12+,reduced,internal_idle_slot_range_pstar,0,0,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",0,2,116,2395,2395,0,69382,159101,19,159120,19,0,0,0,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,2,2,0,2,2,2,2,2,0,0,0,2","20,24,24,24,24,24,24,24,24,24,24,14,10,8,6,6,2,2,0,0,0","1,2,3,4,7,5,8,6,11,14,1,2,3,4,5,6,7,10,2,4,1,3,5,8,1,2,1,2,3,8,4,5,9,3,7,9,4,5,6,11,10,11,14,16,15,2,3,1,1,2,5,4,10,3,9,11,8,7,11,12,10,3,6,9,3,4,8,6,4,9,5,12,7,1,11,2,10,11,7,8,10,12,2,6,9,5,13,1,3,7,10,2,4,6,9,13,5,8,10,5,9,11,12,8,5,6,1,7,8,4,2,9,11,7,12,10,13,9,8,6,11,6,7,12,17,14,10,4,13,15,9,11,16,6,4,8,2,7,3,11,16,10,5,13,15,14,12,18,10,6,7,9,8,3",1:M1 M11 M21 M25 M27 M48 M49 M74 M88 M107 | 2:M2 M12 M19 M26 M28 M46 M50 M76 M83 M92 M111 M137 | 3:M3 M13 M22 M29 M34 M47 M54 M62 M65 M89 M139 M154 | 4:M4 M14 M20 M31 M37 M52 M66 M69 M93 M110 M128 M135 | 5:M6 M15 M23 M32 M38 M51 M71 M86 M97 M100 M105 M143 | 6:M8 M16 M39 M63 M68 M84 M94 M106 M120 M122 M134 M150 | 7:M5 M17 M35 M58 M73 M79 M90 M108 M114 M123 M138 M151 | 8:M7 M24 M30 M57 M67 M80 M98 M104 M109 M119 M136 M153 | 9:M33 M36 M55 M64 M70 M85 M95 M101 M112 M118 M131 M152 | 10:M18 M41 M53 M61 M77 M81 M91 M99 M116 M127 M142 M149 | 11:M9 M40 M42 M56 M59 M75 M78 M102 M113 M121 M132 M140 | 12:M60 M72 M82 M103 M115 M124 M147 | 13:M87 M96 M117 M129 M144 | 14:M10 M43 M126 M146 | 15:M45 M130 M145 | 16:M44 M133 M141 | 17:M125 | 18:M148 | 19: | 20: | 21:,,"objective-only optimization: no hard upper bound on objective gap | unary domain filtering + participant matching GAC + slot saturation | distance-aware explicit E* bounds and cycle detection | (20),(22)-(27) exactly once over fully reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with compact forward channeling | (28) sparse shared suffix-ladder precedence over distance-labelled E* | linear P* first/last span encoding: B(p)=last-first+1-|Mp| | exact schedule <-> usedSlot channeling | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact max/min objective gap over P* with no hard upper bound",,,result
forum-14.original,SAT,OPTIMAL,3.194881,183.449,peak_process_tree_rss_mb,maxsat,UWrMaxSAT,/home/adminlinux/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,process exit code=30,uwrmaxsat,/home/adminlinux/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,staircase,imp12+,reduced,internal_idle_slot_range_pstar,4,4,72,"1,2,3,4,5,6,8,9,11,12,14,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78",4,4,215,5352,5340,12,119420,289297,20,289317,20,0,0,0,"4,3,4,3,3,4,0,3,4,0,4,1,0,2,0,0,2,0,3,4,3,4,4,2,4,3,4,4,2,4,1,3,4,4,4,3,2,4,4,4,4,4,3,4,3,1,4,2,3,4,4,4,1,4,3,4,1,0,4,4,0,4,4,4,3,3,3,0,0,2,4,4,0,2,1,3,4,2","14,18,22,24,34,42,40,44,36,44,40,42,42,36,28,28,18,18,18,8,4,4","9,10,12,15,4,12,10,19,14,13,13,6,7,2,9,3,8,4,11,1,15,11,6,18,8,13,7,14,4,16,5,20,16,17,5,6,15,10,4,22,9,18,11,6,2,19,14,15,11,12,8,12,10,7,9,6,11,8,12,10,3,16,11,14,13,3,6,11,10,7,5,13,6,12,15,16,11,1,12,13,9,20,4,5,18,8,10,7,6,13,15,12,10,11,10,6,16,6,9,14,8,16,14,15,7,8,5,13,14,11,19,8,13,10,7,9,10,4,3,5,7,12,2,6,10,7,5,9,12,11,8,5,16,8,4,19,6,13,7,10,14,13,5,14,18,11,13,20,19,8,10,9,8,13,16,15,14,13,12,16,17,18,16,9,15,6,5,17,12,13,14,1,7,21,5,1,14,8,3,16,17,4,12,2,10,9,18,14,10,19,15,12,17,7,11,5,12,13,15,7,8,14,6,5,13,12,17,19,14,12,8,13,18,9,16,6,7,21,20,11,15,6,2,4,14,7,16,3,12,22,8,5,13,17,10,18,9,1,19,3,17,16,13,15,14,11,6,17,7,18,8,9,2,11,10,9,6,8,4,7,1,2,8,5,6,12,10,9,11,3,8,6,3,7,2,10,8,12,7,11,3,9,4,13,15,19,14,11,5,10,10,7,9,8,2,12,11,1,5,6,4,3",1:M20 M78 M172 M176 M238 M261 M298 | 2:M14 M45 M123 M184 M223 M253 M262 M275 M295 | 3:M16 M61 M66 M119 M179 M228 M240 M270 M273 M281 M302 | 4:M5 M18 M29 M39 M83 M118 M135 M182 M224 M259 M283 M301 | 5:M31 M35 M71 M84 M107 M120 M127 M132 M143 M167 M175 M196 M204 M232 M264 M289 M299 | 6:M12 M23 M36 M44 M56 M67 M73 M89 M96 M98 M124 M137 M166 M203 M216 M222 M247 M257 M265 M272 M300 | 7:M13 M27 M54 M70 M88 M105 M115 M121 M126 M139 M173 M194 M200 M217 M226 M249 M260 M274 M279 M292 | 8:M17 M25 M51 M58 M86 M101 M106 M112 M131 M134 M150 M153 M178 M201 M211 M231 M251 M258 M263 M271 M277 M294 | 9:M1 M15 M41 M55 M81 M99 M116 M128 M152 M164 M186 M214 M237 M252 M256 M268 M282 M293 | 10:M2 M7 M38 M53 M60 M69 M87 M93 M95 M114 M117 M125 M140 M151 M185 M189 M235 M255 M267 M276 M290 M291 | 11:M19 M22 M43 M49 M57 M63 M68 M77 M94 M110 M130 M146 M195 M220 M246 M254 M269 M280 M288 M297 | 12:M3 M6 M50 M52 M59 M74 M79 M92 M122 M129 M159 M169 M183 M192 M197 M206 M210 M229 M266 M278 M296 | 13:M10 M11 M26 M65 M72 M80 M90 M108 M113 M138 M142 M147 M154 M158 M170 M198 M205 M212 M233 M243 M284 | 14:M9 M28 M47 M64 M100 M103 M109 M141 M144 M157 M171 M177 M188 M202 M209 M225 M245 M287 | 15:M4 M21 M37 M48 M75 M91 M104 M156 M165 M191 M199 M221 M244 M285 | 16:M30 M33 M62 M76 M97 M102 M133 M155 M160 M163 M180 M215 M227 M242 | 17:M34 M161 M168 M181 M193 M207 M234 M241 M248 | 18:M24 M42 M85 M145 M162 M187 M213 M236 M250 | 19:M8 M46 M111 M136 M149 M190 M208 M239 M286 | 20:M32 M82 M148 M219 | 21:M174 M218 | 22:M40 M230,,"objective-only optimization: no hard upper bound on objective gap | unary domain filtering + participant matching GAC + slot saturation | distance-aware explicit E* bounds and cycle detection | (20),(22)-(27) exactly once over fully reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with compact forward channeling | (28) sparse shared suffix-ladder precedence over distance-labelled E* | linear P* first/last span encoding: B(p)=last-first+1-|Mp| | exact schedule <-> usedSlot channeling | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact max/min objective gap over P* with no hard upper bound",,,result
forumt-14.original,SAT,OPTIMAL,0.554359,61.051,peak_process_tree_rss_mb,maxsat,UWrMaxSAT,/home/adminlinux/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,process exit code=30,uwrmaxsat,/home/adminlinux/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,staircase,imp12+,reduced,internal_idle_slot_range_pstar,2,2,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",2,2,47,2276,2276,0,25153,70635,7,70642,7,0,0,0,"0,0,1,1,2,0,0,2,1,0,1,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,1,2,0,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2,0,2,2,0,2,0,0,2,0,2,2,2,0,2,2","44,46,44,52,50,52,52,48,46,40","6,4,2,8,3,5,9,1,3,6,4,9,1,8,5,7,10,2,5,10,8,5,3,4,6,9,5,7,4,2,4,2,9,6,7,3,8,9,6,4,3,7,6,1,10,8,9,9,10,4,1,3,7,7,2,4,10,1,9,5,3,8,10,5,7,3,2,4,1,6,1,7,4,8,9,10,4,7,1,2,9,6,3,10,8,5,7,3,4,2,1,5,8,6,5,9,1,7,5,1,6,8,4,10,2,6,9,4,2,9,3,10,6,3,8,9,2,1,5,10,6,7,4,2,5,10,4,6,7,3,9,7,4,3,7,8,5,6,2,10,9,5,10,1,4,2,10,9,3,6,1,8,6,7,3,2,10,5,9,4,6,10,3,2,1,4,8,7,5,7,5,8,2,2,7,1,3,8,9,5,8,5,2,6,3,1,1,4,7,2,8,6,6,5,10,6,1,3,8,7,5,8,10,1,7,9,4,5,2,6,4,9,6,8,7,2,10,7,1,7,9,1,6,3,4,2,8,5,7,4,8,6,3,8,4,9,5",1:M8 M13 M44 M51 M58 M69 M71 M79 M91 M97 M100 M118 M144 M151 M165 M176 M186 M187 M197 M204 M219 M222 | 2:M3 M18 M30 M32 M55 M67 M80 M90 M105 M109 M117 M124 M139 M146 M156 M164 M173 M174 M183 M190 M209 M216 M226 | 3:M5 M9 M23 M36 M41 M52 M61 M66 M83 M88 M111 M114 M130 M134 M149 M155 M163 M177 M185 M198 M224 M233 | 4:M2 M11 M24 M29 M31 M40 M50 M56 M68 M73 M77 M89 M103 M108 M123 M127 M133 M145 M160 M166 M188 M207 M211 M225 M230 M235 | 5:M6 M15 M19 M22 M27 M60 M64 M86 M92 M95 M99 M119 M125 M137 M142 M158 M169 M171 M180 M182 M194 M201 M208 M228 M237 | 6:M1 M10 M25 M34 M39 M43 M70 M82 M94 M101 M106 M113 M121 M128 M138 M150 M153 M161 M184 M192 M193 M196 M210 M213 M223 M232 | 7:M16 M28 M35 M42 M53 M54 M65 M72 M78 M87 M98 M122 M129 M132 M135 M154 M168 M170 M175 M189 M200 M205 M215 M218 M220 M229 | 8:M4 M14 M21 M37 M46 M62 M74 M85 M93 M102 M115 M136 M152 M167 M172 M178 M181 M191 M199 M202 M214 M227 M231 M234 | 9:M7 M12 M26 M33 M38 M47 M48 M59 M75 M81 M96 M107 M110 M116 M131 M141 M148 M159 M179 M206 M212 M221 M236 | 10:M17 M20 M45 M49 M57 M63 M76 M84 M104 M112 M120 M126 M140 M143 M147 M157 M162 M195 M203 M217,,"objective-only optimization: no hard upper bound on objective gap | unary domain filtering + participant matching GAC + slot saturation | distance-aware explicit E* bounds and cycle detection | (20),(22)-(27) exactly once over fully reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with compact forward channeling | (28) sparse shared suffix-ladder precedence over distance-labelled E* | linear P* first/last span encoding: B(p)=last-first+1-|Mp| | exact schedule <-> usedSlot channeling | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact max/min objective gap over P* with no hard upper bound",,,result
forumt-14crafc.original,SAT,OPTIMAL,0.615479,61.777,peak_process_tree_rss_mb,maxsat,UWrMaxSAT,/home/adminlinux/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,process exit code=30,uwrmaxsat,/home/adminlinux/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,staircase,imp12+,reduced,internal_idle_slot_range_pstar,2,2,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",2,2,44,2276,2276,0,25397,71163,7,71170,7,0,0,0,"0,0,1,0,2,0,0,1,1,0,2,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,2,2,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,2,2,1,1,1,0,2,0,2,1,2,1,2,2","48,48,50,50,44,50,50,46,46,42","1,10,2,5,6,7,8,3,9,2,3,1,7,5,8,6,9,2,7,4,10,3,8,4,7,2,8,6,8,7,1,2,8,6,9,10,8,2,9,1,6,9,8,5,10,1,3,7,5,1,6,3,9,5,4,3,10,8,2,9,7,6,7,9,4,2,1,5,8,10,4,6,1,9,5,3,3,5,8,7,2,1,6,9,4,10,8,3,7,2,1,4,2,6,9,3,5,10,1,3,5,2,4,10,7,3,4,7,4,8,10,6,7,6,7,5,3,1,10,9,2,3,6,4,7,2,3,6,4,1,9,2,6,3,9,1,4,2,10,7,5,1,4,7,2,10,5,8,7,4,1,5,2,9,7,10,8,4,3,6,9,8,7,4,2,6,3,5,10,2,8,4,10,4,1,10,3,8,6,6,3,4,7,10,3,1,4,8,6,3,9,5,1,8,3,4,9,2,1,5,6,10,1,5,8,9,7,2,4,6,1,5,9,7,6,5,3,9,10,7,10,4,1,3,9,8,6,2,5,6,1,2,7,5,4,9,8",1:M1 M12 M31 M40 M46 M50 M67 M73 M82 M91 M99 M118 M130 M136 M142 M151 M175 M186 M193 M199 M203 M211 M223 M231 | 2:M3 M10 M18 M26 M32 M38 M59 M66 M81 M90 M93 M102 M121 M126 M132 M138 M145 M153 M165 M170 M198 M208 M228 M232 | 3:M8 M11 M22 M47 M52 M56 M76 M77 M88 M96 M100 M106 M117 M122 M127 M134 M159 M167 M177 M181 M185 M190 M195 M217 M224 | 4:M20 M24 M55 M65 M71 M85 M92 M103 M107 M109 M124 M129 M137 M143 M150 M158 M164 M172 M174 M182 M187 M196 M209 M222 M235 | 5:M4 M14 M44 M49 M54 M68 M75 M78 M97 M101 M116 M141 M147 M152 M168 M192 M200 M204 M212 M216 M229 M234 | 6:M5 M16 M28 M34 M41 M51 M62 M72 M83 M94 M112 M114 M123 M128 M133 M160 M166 M179 M180 M189 M201 M210 M215 M227 M230 | 7:M6 M13 M19 M25 M30 M48 M61 M63 M80 M89 M105 M108 M113 M115 M125 M140 M144 M149 M155 M163 M183 M207 M214 M220 M233 | 8:M7 M15 M23 M27 M29 M33 M37 M43 M58 M69 M79 M87 M110 M148 M157 M162 M171 M178 M188 M194 M205 M226 M237 | 9:M9 M17 M35 M39 M42 M53 M60 M64 M74 M84 M95 M120 M131 M135 M154 M161 M191 M197 M206 M213 M218 M225 M236 | 10:M2 M21 M36 M45 M57 M70 M86 M98 M104 M111 M119 M139 M146 M156 M169 M173 M176 M184 M202 M219 M221,,"objective-only optimization: no hard upper bound on objective gap | unary domain filtering + participant matching GAC + slot saturation | distance-aware explicit E* bounds and cycle detection | (20),(22)-(27) exactly once over fully reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with compact forward channeling | (28) sparse shared suffix-ladder precedence over distance-labelled E* | linear P* first/last span encoding: B(p)=last-first+1-|Mp| | exact schedule <-> usedSlot channeling | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact max/min objective gap over P* with no hard upper bound",,,result
forumt-14crafd.original,SAT,OPTIMAL,0.627174,61.727,peak_process_tree_rss_mb,maxsat,UWrMaxSAT,/home/adminlinux/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,process exit code=30,uwrmaxsat,/home/adminlinux/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,staircase,imp12+,reduced,internal_idle_slot_range_pstar,2,2,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",2,2,43,2270,2270,0,25353,71388,8,71396,8,0,0,0,"0,0,1,0,2,0,1,2,2,0,0,0,1,1,0,0,2,2,0,0,0,2,0,0,0,0,2,0,0,1,0,2,0,2,0,2,0,0,2,0,0,0,0,0,2,0,2,1,0,1,1,0,1,0,1,2,2,0,1,2","44,46,42,50,44,50,48,50,50,48","3,1,2,7,8,9,6,5,10,5,1,6,6,10,4,2,3,7,9,1,8,5,2,1,7,9,8,5,2,10,8,9,6,9,2,1,3,8,4,7,5,4,10,3,6,7,8,5,10,9,3,4,2,7,1,6,10,4,9,5,1,7,7,6,9,4,3,1,10,2,8,5,10,7,4,6,9,7,1,5,6,8,4,3,9,10,2,2,1,5,9,4,10,8,3,7,2,8,4,9,6,4,7,1,3,10,9,7,8,5,10,8,1,6,7,9,2,3,5,3,8,2,1,2,9,10,7,6,3,4,3,6,5,3,2,5,9,7,10,8,1,6,10,3,5,4,2,6,1,8,5,8,4,9,10,2,7,6,3,1,2,8,6,1,10,9,7,2,6,4,9,10,8,5,4,3,7,1,9,10,4,6,6,10,2,1,9,4,7,10,8,6,9,5,8,6,2,10,4,7,4,6,2,5,10,8,9,3,1,4,7,6,8,4,7,3,1,10,4,5,6,2,8,7,9,2,9,8,3,5,4,1,3,8,5,4",1:M2 M11 M20 M24 M36 M55 M61 M68 M79 M89 M104 M113 M123 M141 M149 M160 M164 M178 M186 M209 M217 M232 | 2:M3 M16 M23 M29 M35 M53 M70 M87 M88 M97 M117 M122 M124 M135 M147 M156 M161 M168 M185 M197 M203 M222 M226 | 3:M1 M17 M37 M44 M51 M67 M84 M95 M105 M118 M120 M129 M131 M134 M144 M159 M176 M208 M216 M229 M233 | 4:M15 M39 M42 M52 M58 M66 M75 M83 M92 M99 M102 M130 M146 M153 M170 M175 M181 M188 M199 M201 M210 M214 M219 M231 M236 | 5:M8 M10 M22 M28 M41 M48 M60 M72 M80 M90 M110 M119 M133 M136 M145 M151 M174 M194 M204 M220 M230 M235 | 6:M7 M12 M13 M33 M45 M56 M64 M76 M81 M101 M114 M128 M132 M142 M148 M158 M163 M169 M182 M183 M192 M196 M202 M212 M221 | 7:M4 M18 M25 M40 M46 M54 M62 M63 M74 M78 M96 M103 M108 M115 M127 M138 M157 M167 M177 M189 M200 M211 M215 M224 | 8:M5 M21 M27 M31 M38 M47 M71 M82 M94 M98 M109 M112 M121 M140 M150 M152 M162 M173 M191 M195 M206 M213 M223 M228 M234 | 9:M6 M19 M26 M32 M34 M50 M59 M65 M77 M85 M91 M100 M107 M116 M125 M137 M154 M166 M171 M179 M187 M193 M207 M225 M227 | 10:M9 M14 M30 M43 M49 M57 M69 M73 M86 M93 M106 M111 M126 M139 M143 M155 M165 M172 M180 M184 M190 M198 M205 M218,,"objective-only optimization: no hard upper bound on objective gap | unary domain filtering + participant matching GAC + slot saturation | distance-aware explicit E* bounds and cycle detection | (20),(22)-(27) exactly once over fully reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with compact forward channeling | (28) sparse shared suffix-ladder precedence over distance-labelled E* | linear P* first/last span encoding: B(p)=last-first+1-|Mp| | exact schedule <-> usedSlot channeling | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact max/min objective gap over P* with no hard upper bound",,,result
