instance,instance_content_id,instance_family,configuration_label,factor_m,factor_p,factor_g,factor_b,factor_o,factor_s,factor_i,status,sat_result,best_value,proven_optimum,runtime_seconds,runtime_censored,peak_memory_mb,n_vars,n_hard_clauses,n_soft_clauses,n_total_clauses,n_primary_variables,n_auxiliary_variables,n_total_literals,max_hard_clause_length,configuration_id,configuration_key,domain_mode,precedence_encoding,precedence_graph,optimization_engine,solver_backend,solver_version,encoding_variant,idle_encoding,objective,objective_code,implied_constraints_code,n_hard_literals,n_soft_literals,max_soft_clause_length,n_unit_hard_clauses,n_binary_hard_clauses,n_ternary_hard_clauses,n_long_hard_clauses,soft_clause_weight,soft_weight_sum,n_objective_lits,n_optimizer_calls,n_bound_encodings,optimizer_added_variables_peak,optimizer_added_clauses_peak,optimizer_added_literals_peak,optimizer_added_clauses_cumulative,formula_scope,full_schedule_candidates,unary_eligible_schedule_candidates,reduced_schedule_candidates,active_schedule_candidates,precedence_direct_edges,precedence_closure_edges,precedence_relation_edges,precedence_max_distance,precedence_pairwise_clauses,precedence_sparse_link_clauses,precedence_unique_suffix_cuts,input_parsing_seconds,model_construction_seconds,model_build_seconds,solve_and_validate_seconds,runtime_scope,idle_range_pstar,total_internal_idle_slots,all_participant_idle_range,memory_metric,instance_sha256,instance_variant,instance_path,source_alias_count,source_alias_paths,repository_alias_count,repository_alias_paths,dataset_source_page,dataset_archive_url,dataset_archive_sha256,run_started_utc,timeout_seconds,memory_limit_mb,git_commit,git_dirty,python_version,pysat_version,hostname,platform,cpu_model,physical_cpu_cores,logical_cpu_cores,system_memory_mb,random_seed,runner_command,solver_binary,solver_binary_sha256,solver_command,validation_errors,solver_message,error_type,error_message,solver,maxsat_backend_preference,sat_backend_preference,resolved_uwrmaxsat_bin,precedence_mode,precedence_configuration,objective_value,objective_participant_count,objective_participants,initial_schedule_candidates,unary_removed_schedule_candidates,preprocessing_removed_schedule_candidates,removed_schedule_candidates,participant_internal_idle_slots,busy_participants_per_slot,assignment,schedule_by_slot,enabled_constraints,assignment_by_meeting,participant_gap_slots,solver_cost,solver_runtime_seconds,validation_status
forumt-14crafe.original,b2b-05726bbe29a8e141,original,ORG-F-PW-DE-PSC-IRP-UW-OBIC12P,ORGFull,Pairwise,Direct-E,PerSlotCardinality,IdleRangePstar,UWrMaxSAT,OldBestIC12+,OPTIMAL,SAT,2,2,0.462071,False,78.105,27859,93010,8,93018,2360,25499,212749,60,baseline1__model-org_old_best_maxsat__m-full__p-pairwise__g-direct__b-per_slot_cardinality__o-idle_range_pstar__s-uwrmaxsat__i-old_best_ic12plus__fairness-none,baseline1__model-org_old_best_maxsat__m-full__p-pairwise__g-direct__b-per_slot_cardinality__o-idle_range_pstar__s-uwrmaxsat__i-old_best_ic12plus__fairness-none,legacy_full,pairwise,direct,UWrMaxSAT,UWrMaxSAT,binary-sha256:1af0283ba4ce003dbe3e4ae5b8e0d9bbcaf7fdd46af7b69b0eb4f2089aa4a5e8,org_old_best_ic12plus,per_slot_cardinality,internal_idle_slot_range_pstar,IRP,OBIC12P,212741,8,1,875,70418,20174,1543,1,8,8,1,0,0,0,0,0,shared base CNF plus unit soft objective clauses for MaxSAT; SAT bound/totalizer overhead is reported separately in optimizer_added_* fields,2360,,,2360,0,,0,1,,0,0,0.000481,0.1137,0.114181,0.34789,"wall-clock from immediately before reading/parsing the .dzn instance through model construction, optimization, solution decoding, and independent validation; excludes worker-process startup and result-file export",2,45,2,peak_process_tree_rss_mb,05726bbe29a8e1413f418dfb4961af005189bf45fbf8f747afbfe9dfe596445e,original,data_table03_origin/forumt-14crafe.original.dzn,1,data_table03_origin/forumt-14crafe.original.dzn,1,data_table03_origin/forumt-14crafe.original.dzn,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,,2026-07-23T02:33:09+00:00,7200.0,,20203e5553143da770fdc5d850d93b36d1269b33,True,3.10.12,1.9.dev7,instance-20260722-153126,Linux-6.8.0-1064-gcp-x86_64-with-glibc2.35,x86_64,4,8,15988.062,,/home/dclng566/projects/Business-Meeting-Scheduling-Problem/.venv/bin/python /home/dclng566/projects/Business-Meeting-Scheduling-Problem/src/ORG_new.py --data-dir data_table03_origin --timeout 7200 --uwrmaxsat-bin /home/dclng566/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat --uwrmaxsat-sha256 1af0283ba4ce003dbe3e4ae5b8e0d9bbcaf7fdd46af7b69b0eb4f2089aa4a5e8 --csv /home/dclng566/projects/Business-Meeting-Scheduling-Problem/output/ic12p-gcp-ic12p-20260723T023309Z/org/data_table03_origin_org_new.csv --excel-dir /home/dclng566/projects/Business-Meeting-Scheduling-Problem/output/ic12p-gcp-ic12p-20260723T023309Z/org/excel_data_table03_origin,/home/dclng566/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,1af0283ba4ce003dbe3e4ae5b8e0d9bbcaf7fdd46af7b69b0eb4f2089aa4a5e8,/home/dclng566/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat -m /tmp/org_forumt-14crafe.original_xvd6ngqy.wcnf,,,,,UWrMaxSAT,,,,traditional,pairwise+direct,2,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",,,,,,,,1:M1 M9 M12 M13 M22 M28 M33 M34 M39 M43 M48 M58 M66 M74 M81 M89 M116 M129 M146 M159 M177 M199 M204 M221 | 2:M2 M11 M14 M23 M24 M29 M32 M36 M41 M49 M56 M68 M82 M91 M100 M103 M127 M137 M155 M162 M192 M198 M202 M220 | 3:M3 M10 M15 M25 M30 M35 M38 M45 M50 M59 M63 M76 M84 M94 M118 M120 M138 M143 M153 M165 M176 M217 M229 M233 | 4:M4 M16 M26 M37 M40 M42 M51 M57 M69 M78 M92 M117 M122 M135 M145 M160 M166 M178 M181 M185 M205 M218 M232 M235 | 5:M5 M17 M27 M31 M44 M53 M60 M64 M73 M79 M90 M96 M104 M108 M126 M136 M156 M168 M182 M188 M196 M210 M222 M234 | 6:M6 M19 M46 M52 M61 M65 M87 M99 M105 M119 M121 M125 M132 M134 M147 M152 M170 M175 M187 M208 M213 M215 M225 M227 | 7:M7 M18 M47 M54 M71 M75 M86 M95 M97 M110 M115 M128 M140 M149 M157 M161 M172 M184 M189 M194 M207 M211 M219 M228 | 8:M8 M20 M55 M62 M70 M85 M98 M101 M109 M114 M130 M141 M144 M151 M167 M173 M180 M183 M190 M193 M197 M206 M223 M230 | 9:M21 M67 M77 M83 M93 M102 M107 M113 M123 M133 M142 M150 M154 M164 M171 M174 M191 M200 M209 M212 M216 M231 | 10:M72 M80 M88 M106 M111 M112 M124 M131 M139 M148 M158 M163 M169 M179 M186 M195 M201 M203 M214 M224 M226 M236,,"M1:T1,M2:T2,M3:T3,M4:T4,M5:T5,M6:T6,M7:T7,M8:T8,M9:T1,M10:T3,M11:T2,M12:T1,M13:T1,M14:T2,M15:T3,M16:T4,M17:T5,M18:T7,M19:T6,M20:T8,M21:T9,M22:T1,M23:T2,M24:T2,M25:T3,M26:T4,M27:T5,M28:T1,M29:T2,M30:T3,M31:T5,M32:T2,M33:T1,M34:T1,M35:T3,M36:T2,M37:T4,M38:T3,M39:T1,M40:T4,M41:T2,M42:T4,M43:T1,M44:T5,M45:T3,M46:T6,M47:T7,M48:T1,M49:T2,M50:T3,M51:T4,M52:T6,M53:T5,M54:T7,M55:T8,M56:T2,M57:T4,M58:T1,M59:T3,M60:T5,M61:T6,M62:T8,M63:T3,M64:T5,M65:T6,M66:T1,M67:T9,M68:T2,M69:T4,M70:T8,M71:T7,M72:T10,M73:T5,M74:T1,M75:T7,M76:T3,M77:T9,M78:T4,M79:T5,M80:T10,M81:T1,M82:T2,M83:T9,M84:T3,M85:T8,M86:T7,M87:T6,M88:T10,M89:T1,M90:T5,M91:T2,M92:T4,M93:T9,M94:T3,M95:T7,M96:T5,M97:T7,M98:T8,M99:T6,M100:T2,M101:T8,M102:T9,M103:T2,M104:T5,M105:T6,M106:T10,M107:T9,M108:T5,M109:T8,M110:T7,M111:T10,M112:T10,M113:T9,M114:T8,M115:T7,M116:T1,M117:T4,M118:T3,M119:T6,M120:T3,M121:T6,M122:T4,M123:T9,M124:T10,M125:T6,M126:T5,M127:T2,M128:T7,M129:T1,M130:T8,M131:T10,M132:T6,M133:T9,M134:T6,M135:T4,M136:T5,M137:T2,M138:T3,M139:T10,M140:T7,M141:T8,M142:T9,M143:T3,M144:T8,M145:T4,M146:T1,M147:T6,M148:T10,M149:T7,M150:T9,M151:T8,M152:T6,M153:T3,M154:T9,M155:T2,M156:T5,M157:T7,M158:T10,M159:T1,M160:T4,M161:T7,M162:T2,M163:T10,M164:T9,M165:T3,M166:T4,M167:T8,M168:T5,M169:T10,M170:T6,M171:T9,M172:T7,M173:T8,M174:T9,M175:T6,M176:T3,M177:T1,M178:T4,M179:T10,M180:T8,M181:T4,M182:T5,M183:T8,M184:T7,M185:T4,M186:T10,M187:T6,M188:T5,M189:T7,M190:T8,M191:T9,M192:T2,M193:T8,M194:T7,M195:T10,M196:T5,M197:T8,M198:T2,M199:T1,M200:T9,M201:T10,M202:T2,M203:T10,M204:T1,M205:T4,M206:T8,M207:T7,M208:T6,M209:T9,M210:T5,M211:T7,M212:T9,M213:T6,M214:T10,M215:T6,M216:T9,M217:T3,M218:T4,M219:T7,M220:T2,M221:T1,M222:T5,M223:T8,M224:T10,M225:T6,M226:T10,M227:T6,M228:T7,M229:T3,M230:T8,M231:T9,M232:T4,M233:T3,M234:T5,M235:T4,M236:T10","0,0,1,0,2,0,2,2,2,0,1,0,1,0,0,0,2,2,0,0,0,2,0,0,0,0,2,0,0,1,0,2,0,2,0,2,0,0,2,0,0,0,0,0,2,0,2,0,0,2,0,0,2,0,2,2,2,0,1,2",2,0.278751,PASSED
tic-12crafc.original,b2b-0d9483a3be1bdf60,original,ORG-F-PW-DE-PSC-IRP-UW-OBIC12P,ORGFull,Pairwise,Direct-E,PerSlotCardinality,IdleRangePstar,UWrMaxSAT,OldBestIC12+,OPTIMAL,SAT,0,0,0.170841,False,67.652,14900,48547,6,48553,1000,13900,111797,40,baseline1__model-org_old_best_maxsat__m-full__p-pairwise__g-direct__b-per_slot_cardinality__o-idle_range_pstar__s-uwrmaxsat__i-old_best_ic12plus__fairness-none,baseline1__model-org_old_best_maxsat__m-full__p-pairwise__g-direct__b-per_slot_cardinality__o-idle_range_pstar__s-uwrmaxsat__i-old_best_ic12plus__fairness-none,legacy_full,pairwise,direct,UWrMaxSAT,UWrMaxSAT,binary-sha256:1af0283ba4ce003dbe3e4ae5b8e0d9bbcaf7fdd46af7b69b0eb4f2089aa4a5e8,org_old_best_ic12plus,per_slot_cardinality,internal_idle_slot_range_pstar,IRP,OBIC12P,111791,6,1,414,35338,12023,772,1,6,6,1,0,0,0,0,0,shared base CNF plus unit soft objective clauses for MaxSAT; SAT bound/totalizer overhead is reported separately in optimizer_added_* fields,1000,,,1000,0,,0,1,,0,0,0.000278,0.051499,0.051777,0.119064,"wall-clock from immediately before reading/parsing the .dzn instance through model construction, optimization, solution decoding, and independent validation; excludes worker-process startup and result-file export",0,0,0,peak_process_tree_rss_mb,0d9483a3be1bdf60a6e9a9f06fe08d414291532197fb2237096c3f2f8f93b310,original,data_table03_origin/tic-12crafc.original.dzn,1,data_table03_origin/tic-12crafc.original.dzn,1,data_table03_origin/tic-12crafc.original.dzn,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,,2026-07-23T02:33:09+00:00,7200.0,,20203e5553143da770fdc5d850d93b36d1269b33,True,3.10.12,1.9.dev7,instance-20260722-153126,Linux-6.8.0-1064-gcp-x86_64-with-glibc2.35,x86_64,4,8,15988.062,,/home/dclng566/projects/Business-Meeting-Scheduling-Problem/.venv/bin/python /home/dclng566/projects/Business-Meeting-Scheduling-Problem/src/ORG_new.py --data-dir data_table03_origin --timeout 7200 --uwrmaxsat-bin /home/dclng566/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat --uwrmaxsat-sha256 1af0283ba4ce003dbe3e4ae5b8e0d9bbcaf7fdd46af7b69b0eb4f2089aa4a5e8 --csv /home/dclng566/projects/Business-Meeting-Scheduling-Problem/output/ic12p-gcp-ic12p-20260723T023309Z/org/data_table03_origin_org_new.csv --excel-dir /home/dclng566/projects/Business-Meeting-Scheduling-Problem/output/ic12p-gcp-ic12p-20260723T023309Z/org/excel_data_table03_origin,/home/dclng566/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,1af0283ba4ce003dbe3e4ae5b8e0d9bbcaf7fdd46af7b69b0eb4f2089aa4a5e8,/home/dclng566/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat -m /tmp/org_tic-12crafc.original_nz2etnl2.wcnf,,,,,UWrMaxSAT,,,,traditional,pairwise+direct,0,39,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,39,41,42",,,,,,,,1:M4 M9 M15 M28 M38 M41 M46 M70 M78 M84 M87 M98 M104 M113 M119 | 2:M2 M8 M10 M18 M29 M48 M52 M62 M74 M77 M85 M89 M97 M103 M115 M123 | 3:M5 M16 M26 M33 M44 M49 M51 M59 M69 M73 M86 M88 M95 M100 M111 M124 | 4:M17 M19 M30 M37 M45 M47 M55 M63 M72 M80 M90 M92 M105 M106 M114 M120 | 5:M1 M7 M13 M20 M25 M35 M42 M56 M64 M76 M83 M91 M99 M102 M109 M121 | 6:M6 M11 M12 M22 M27 M36 M39 M50 M57 M65 M68 M81 M93 M110 M117 M122 | 7:M3 M14 M21 M23 M31 M34 M43 M54 M61 M67 M75 M79 M94 M108 M116 M125 | 8:M24 M32 M40 M53 M58 M60 M66 M71 M82 M96 M101 M107 M112 M118,,"M1:T5,M2:T2,M3:T7,M4:T1,M5:T3,M6:T6,M7:T5,M8:T2,M9:T1,M10:T2,M11:T6,M12:T6,M13:T5,M14:T7,M15:T1,M16:T3,M17:T4,M18:T2,M19:T4,M20:T5,M21:T7,M22:T6,M23:T7,M24:T8,M25:T5,M26:T3,M27:T6,M28:T1,M29:T2,M30:T4,M31:T7,M32:T8,M33:T3,M34:T7,M35:T5,M36:T6,M37:T4,M38:T1,M39:T6,M40:T8,M41:T1,M42:T5,M43:T7,M44:T3,M45:T4,M46:T1,M47:T4,M48:T2,M49:T3,M50:T6,M51:T3,M52:T2,M53:T8,M54:T7,M55:T4,M56:T5,M57:T6,M58:T8,M59:T3,M60:T8,M61:T7,M62:T2,M63:T4,M64:T5,M65:T6,M66:T8,M67:T7,M68:T6,M69:T3,M70:T1,M71:T8,M72:T4,M73:T3,M74:T2,M75:T7,M76:T5,M77:T2,M78:T1,M79:T7,M80:T4,M81:T6,M82:T8,M83:T5,M84:T1,M85:T2,M86:T3,M87:T1,M88:T3,M89:T2,M90:T4,M91:T5,M92:T4,M93:T6,M94:T7,M95:T3,M96:T8,M97:T2,M98:T1,M99:T5,M100:T3,M101:T8,M102:T5,M103:T2,M104:T1,M105:T4,M106:T4,M107:T8,M108:T7,M109:T5,M110:T6,M111:T3,M112:T8,M113:T1,M114:T4,M115:T2,M116:T7,M117:T6,M118:T8,M119:T1,M120:T4,M121:T5,M122:T6,M123:T2,M124:T3,M125:T7","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0.084037,PASSED
forum-13.original,b2b-199c425a3e6307a9,original,ORG-F-PW-DE-PSC-IRP-UW-OBIC12P,ORGFull,Pairwise,Direct-E,PerSlotCardinality,IdleRangePstar,UWrMaxSAT,OldBestIC12+,OPTIMAL,SAT,0,0,5.406006,False,224.621,130863,361885,19,361904,3234,127629,839627,59,baseline1__model-org_old_best_maxsat__m-full__p-pairwise__g-direct__b-per_slot_cardinality__o-idle_range_pstar__s-uwrmaxsat__i-old_best_ic12plus__fairness-none,baseline1__model-org_old_best_maxsat__m-full__p-pairwise__g-direct__b-per_slot_cardinality__o-idle_range_pstar__s-uwrmaxsat__i-old_best_ic12plus__fairness-none,legacy_full,pairwise,direct,UWrMaxSAT,UWrMaxSAT,binary-sha256:1af0283ba4ce003dbe3e4ae5b8e0d9bbcaf7fdd46af7b69b0eb4f2089aa4a5e8,org_old_best_ic12plus,per_slot_cardinality,internal_idle_slot_range_pstar,IRP,OBIC12P,839608,19,1,1320,252104,105592,2869,1,19,19,1,0,0,0,0,0,shared base CNF plus unit soft objective clauses for MaxSAT; SAT bound/totalizer overhead is reported separately in optimizer_added_* fields,3234,,,3234,0,,0,1,,0,0,0.000347,0.450153,0.4505,4.955506,"wall-clock from immediately before reading/parsing the .dzn instance through model construction, optimization, solution decoding, and independent validation; excludes worker-process startup and result-file export",0,58,1,peak_process_tree_rss_mb,199c425a3e6307a99a2c772c7edde7a528506fa5cbd0af939507b42c1492b171,original,data_table03_origin/forum-13.original.dzn,1,data_table03_origin/forum-13.original.dzn,1,data_table03_origin/forum-13.original.dzn,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,,2026-07-23T02:33:09+00:00,7200.0,,20203e5553143da770fdc5d850d93b36d1269b33,True,3.10.12,1.9.dev7,instance-20260722-153126,Linux-6.8.0-1064-gcp-x86_64-with-glibc2.35,x86_64,4,8,15988.062,,/home/dclng566/projects/Business-Meeting-Scheduling-Problem/.venv/bin/python /home/dclng566/projects/Business-Meeting-Scheduling-Problem/src/ORG_new.py --data-dir data_table03_origin --timeout 7200 --uwrmaxsat-bin /home/dclng566/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat --uwrmaxsat-sha256 1af0283ba4ce003dbe3e4ae5b8e0d9bbcaf7fdd46af7b69b0eb4f2089aa4a5e8 --csv /home/dclng566/projects/Business-Meeting-Scheduling-Problem/output/ic12p-gcp-ic12p-20260723T023309Z/org/data_table03_origin_org_new.csv --excel-dir /home/dclng566/projects/Business-Meeting-Scheduling-Problem/output/ic12p-gcp-ic12p-20260723T023309Z/org/excel_data_table03_origin,/home/dclng566/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat,1af0283ba4ce003dbe3e4ae5b8e0d9bbcaf7fdd46af7b69b0eb4f2089aa4a5e8,/home/dclng566/solver-build/uwrmaxsat/build/release/bin/uwrmaxsat -m /tmp/org_forum-13.original_1v26k948.wcnf,,,,,UWrMaxSAT,,,,traditional,pairwise+direct,0,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",,,,,,,,1:M54 M105 | 2:M68 M88 M110 M118 M138 | 3:M6 M47 M53 M67 M76 M84 M111 M117 M136 | 4:M3 M57 M65 M75 M79 M121 M129 M141 | 5:M4 M48 M52 M77 M86 M106 M120 M123 M137 | 6:M23 M28 M35 M46 M49 M66 M71 M87 M97 M109 M115 M128 M145 | 7:M8 M14 M21 M25 M31 M51 M63 M74 M96 M102 M113 M116 M144 M151 | 8:M9 M11 M24 M29 M40 M56 M64 M69 M83 M98 M107 M133 M143 M150 | 9:M2 M12 M33 M39 M50 M61 M62 M78 M93 M100 M112 M114 M130 M146 | 10:M5 M16 M19 M37 M55 M58 M73 M81 M94 M101 M108 M127 M135 M154 | 11:M1 M15 M22 M26 M32 M36 M42 M70 M82 M95 M104 M119 M126 M152 | 12:M7 M18 M20 M27 M38 M41 M60 M72 M85 M89 M99 M125 M139 M149 | 13:M30 M34 M59 M80 M91 M103 M122 M147 M153 | 14:M13 M43 M44 M90 M132 M134 | 15:M10 M17 M45 M131 M142 | 16:M92 M124 M148 | 17:M140 | 18: | 19: | 20: | 21:,,"M1:T11,M2:T9,M3:T4,M4:T5,M5:T10,M6:T3,M7:T12,M8:T7,M9:T8,M10:T15,M11:T8,M12:T9,M13:T14,M14:T7,M15:T11,M16:T10,M17:T15,M18:T12,M19:T10,M20:T12,M21:T7,M22:T11,M23:T6,M24:T8,M25:T7,M26:T11,M27:T12,M28:T6,M29:T8,M30:T13,M31:T7,M32:T11,M33:T9,M34:T13,M35:T6,M36:T11,M37:T10,M38:T12,M39:T9,M40:T8,M41:T12,M42:T11,M43:T14,M44:T14,M45:T15,M46:T6,M47:T3,M48:T5,M49:T6,M50:T9,M51:T7,M52:T5,M53:T3,M54:T1,M55:T10,M56:T8,M57:T4,M58:T10,M59:T13,M60:T12,M61:T9,M62:T9,M63:T7,M64:T8,M65:T4,M66:T6,M67:T3,M68:T2,M69:T8,M70:T11,M71:T6,M72:T12,M73:T10,M74:T7,M75:T4,M76:T3,M77:T5,M78:T9,M79:T4,M80:T13,M81:T10,M82:T11,M83:T8,M84:T3,M85:T12,M86:T5,M87:T6,M88:T2,M89:T12,M90:T14,M91:T13,M92:T16,M93:T9,M94:T10,M95:T11,M96:T7,M97:T6,M98:T8,M99:T12,M100:T9,M101:T10,M102:T7,M103:T13,M104:T11,M105:T1,M106:T5,M107:T8,M108:T10,M109:T6,M110:T2,M111:T3,M112:T9,M113:T7,M114:T9,M115:T6,M116:T7,M117:T3,M118:T2,M119:T11,M120:T5,M121:T4,M122:T13,M123:T5,M124:T16,M125:T12,M126:T11,M127:T10,M128:T6,M129:T4,M130:T9,M131:T15,M132:T14,M133:T8,M134:T14,M135:T10,M136:T3,M137:T5,M138:T2,M139:T12,M140:T17,M141:T4,M142:T15,M143:T8,M144:T7,M145:T6,M146:T9,M147:T13,M148:T16,M149:T12,M150:T8,M151:T7,M152:T11,M153:T13,M154:T10","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1",0,4.690603,PASSED
