instance,instance_content_id,instance_family,configuration_label,factor_m,factor_p,factor_g,factor_b,factor_o,factor_s,factor_i,status,sat_result,best_value,proven_optimum,runtime_seconds,runtime_censored,peak_memory_mb,formalism,model_family,formulation_name,n_vars,n_binary_variables,n_integer_variables,n_continuous_variables,n_linear_constraints,n_global_constraints,n_nonzeros,n_hard_clauses,n_soft_clauses,n_total_clauses,n_primary_variables,n_auxiliary_variables,n_total_literals,max_hard_clause_length,configuration_id,configuration_key,domain_mode,precedence_encoding,precedence_graph,optimization_engine,solver_backend,solver_version,encoding_variant,idle_encoding,objective,objective_code,implied_constraints_code,n_hard_literals,n_soft_literals,max_soft_clause_length,n_unit_hard_clauses,n_binary_hard_clauses,n_ternary_hard_clauses,n_long_hard_clauses,soft_clause_weight,soft_weight_sum,n_objective_lits,n_optimizer_calls,best_bound,optimality_gap,branch_and_bound_nodes,cp_branches,cp_fails,n_bound_encodings,optimizer_added_variables_peak,optimizer_added_clauses_peak,optimizer_added_literals_peak,optimizer_added_clauses_cumulative,formula_scope,full_schedule_candidates,unary_eligible_schedule_candidates,reduced_schedule_candidates,active_schedule_candidates,precedence_direct_edges,precedence_closure_edges,precedence_relation_edges,precedence_max_distance,precedence_pairwise_clauses,precedence_sparse_link_clauses,precedence_unique_suffix_cuts,input_parsing_seconds,model_construction_seconds,backend_model_construction_seconds,model_build_seconds,solve_and_validate_seconds,runtime_scope,idle_range_pstar,total_internal_idle_slots,all_participant_idle_range,memory_metric,instance_sha256,instance_variant,instance_path,source_alias_count,source_alias_paths,repository_alias_count,repository_alias_paths,dataset_source_page,dataset_archive_url,dataset_archive_sha256,run_started_utc,timeout_seconds,memory_limit_mb,git_commit,git_dirty,python_version,pysat_version,hostname,platform,cpu_model,physical_cpu_cores,logical_cpu_cores,system_memory_mb,threads,random_seed,runner_command,solver_binary,solver_binary_sha256,solver_command,validation_errors,solver_message,error_type,error_message,solver,maxsat_backend_preference,sat_backend_preference,resolved_uwrmaxsat_bin,precedence_mode,precedence_configuration,objective_value,objective_participant_count,objective_participants,initial_schedule_candidates,unary_removed_schedule_candidates,preprocessing_removed_schedule_candidates,removed_schedule_candidates,participant_internal_idle_slots,busy_participants_per_slot,assignment,schedule_by_slot,enabled_constraints,message_type,objective_encoding
forumt-14crafe.original,b2b-05726bbe29a8e141,original,R-DC-IRP-CPO-CP,Reduced,NativeCP,DistanceClosure-E*,NativeMinMaxSpan,IdleRangePstar,CPLEXCP,N/A,OPTIMAL,SAT,2,2,0.889303,False,58.008,CP,CP-MeetingTime-SpanRange,CP-MeetingTime-SpanRange-Reduced-DistanceClosure,236,0,236,0,0,69,0,,,,236,0,,,cfg3__m-reduced__p-native_cp__g-distance_closure__b-native_min_max_span_range__o-idle_range_pstar__s-cplex_cp__i-na,cfg3__m-reduced__p-native_cp__g-distance_closure__b-native_min_max_span_range__o-idle_range_pstar__s-cplex_cp__i-na,reduced,native_cp,distance_closure,CPLEXCP,CPLEX-CP,DOcplex 2.32.264,n/a,native_min_max_span_range,internal_idle_slot_range_pstar,IRP,NA,,,,,,,,,,0,1,2,0,,245012,115467,,,,,,"formalism-specific model size: SAT/MaxSAT reports base CNF and soft clauses, MIP reports variables/linear constraints/nonzeros, and CP reports integer variables plus linear/global constraints; SAT bound/totalizer overhead remains separate in optimizer_added_*",2360,2270,2270,2270,0,0,0,0,,,,0.002354,0.070625,0.027859,0.072979,0.816324,"wall-clock from immediately before reading/parsing the .dzn instance through model construction, optimization, solution decoding, and independent validation; excludes worker-process startup and result-file export",2,39,2,peak_process_tree_rss_mb,05726bbe29a8e1413f418dfb4961af005189bf45fbf8f747afbfe9dfe596445e,original,data_table03_origin/forumt-14crafe.original.dzn,1,data_table03_origin/forumt-14crafe.original.dzn,1,data_table03_origin/forumt-14crafe.original.dzn,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,,2026-07-23T20:11:36+00:00,7200.0,,6f3ccaf59383a413936ee93d69392f669805b607,True,3.10.12,1.9.dev7,instance-20260722-153126,Linux-6.8.0-1064-gcp-x86_64-with-glibc2.35,x86_64,4,8,15988.055,1,0,/home/dclng566/projects/Business-Meeting-Scheduling-Problem/.venv/bin/python /home/dclng566/projects/Business-Meeting-Scheduling-Problem/src/Main.py --data-dir data_table03_origin --solver cplex_cp --timeout 7200 --threads 1 --random-seed 0 --csv output/cplex_cp_official/data_table03_origin/aggregate.csv --long-csv output/cplex_cp_official/data_table03_origin/detailed.csv --excel-dir output/cplex_cp_official/data_table03_origin/excel --verbose,,,,,Optimal | SearchCompleted | SearchHasNotBeenStopped,,,cplex_cp,,,,exact_native,native_cp+distance_closure,2,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",2270,90,0,0,"0,0,1,0,2,0,2,1,2,0,0,0,2,1,0,0,2,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,2,1,2,0,1,2","46,48,48,48,48,48,48,48,42,48","6,7,4,9,8,2,10,5,9,4,10,2,6,1,8,5,7,10,3,4,9,2,8,5,8,4,1,3,1,2,8,3,6,10,1,2,1,8,7,1,6,2,8,3,7,4,10,5,3,9,8,2,1,4,7,5,9,6,1,3,10,7,1,7,10,5,8,6,3,4,9,2,7,1,4,10,3,7,5,2,10,8,3,1,9,4,6,5,3,10,1,6,9,2,8,9,2,5,4,6,1,3,7,5,6,9,1,5,4,6,7,5,4,10,9,2,3,8,6,7,3,9,2,3,6,5,9,8,7,10,2,10,7,5,2,8,6,7,1,4,9,10,4,10,8,3,9,7,2,5,2,6,7,3,4,10,5,8,1,9,10,4,5,6,8,9,3,2,1,10,7,6,4,4,7,6,1,8,3,5,7,2,3,9,2,8,4,1,5,3,6,2,2,9,6,10,4,7,3,5,8,8,2,1,9,4,6,10,3,5,4,7,6,10,1,1,3,8,9,5,2,7,10,4,6,7,3,5,10,6,8,4,1,8,10,5",1:M14 M27 M29 M35 M37 M40 M53 M59 M63 M74 M84 M91 M101 M107 M139 M159 M169 M177 M188 M204 M215 M216 M233 | 2:M6 M12 M22 M30 M36 M42 M52 M72 M80 M94 M97 M116 M123 M131 M135 M149 M151 M168 M182 M185 M192 M193 M203 M221 | 3:M19 M28 M32 M44 M49 M60 M69 M77 M83 M89 M102 M117 M121 M124 M146 M154 M167 M179 M183 M190 M199 M209 M217 M227 | 4:M3 M10 M20 M26 M46 M54 M70 M75 M86 M99 M109 M113 M140 M143 M155 M162 M173 M174 M187 M197 M206 M211 M224 M232 | 5:M8 M16 M24 M48 M56 M66 M79 M88 M98 M104 M108 M112 M126 M134 M150 M157 M163 M180 M189 M200 M210 M220 M228 M236 | 6:M1 M13 M33 M41 M58 M68 M87 M92 M100 M105 M110 M119 M125 M137 M152 M164 M172 M176 M191 M195 M207 M213 M225 M230 | 7:M2 M17 M39 M45 M55 M62 M64 M73 M78 M103 M111 M120 M129 M133 M138 M148 M153 M171 M175 M181 M198 M212 M222 M226 | 8:M5 M15 M23 M25 M31 M38 M43 M51 M67 M82 M95 M118 M128 M136 M145 M158 M165 M178 M186 M201 M202 M218 M231 M234 | 9:M4 M9 M21 M50 M57 M71 M85 M93 M96 M106 M115 M122 M127 M141 M147 M160 M166 M184 M194 M205 M219 | 10:M7 M11 M18 M34 M47 M61 M65 M76 M81 M90 M114 M130 M132 M142 M144 M156 M161 M170 M196 M208 M214 M223 M229 M235,one reduced-domain integer time variable per meeting | global all_diff per participant | global count per slot for table capacity | distance-labelled transitive precedence closure | native min/max internal-idle expressions | native max/min range objective over P*,result,native_min_max_span_range
tic-12crafc.original,b2b-0d9483a3be1bdf60,original,R-DC-IRP-CPO-CP,Reduced,NativeCP,DistanceClosure-E*,NativeMinMaxSpan,IdleRangePstar,CPLEXCP,N/A,OPTIMAL,SAT,0,0,3.10513,False,56.344,CP,CP-MeetingTime-SpanRange,CP-MeetingTime-SpanRange-Reduced-DistanceClosure,125,0,125,0,0,47,0,,,,125,0,,,cfg3__m-reduced__p-native_cp__g-distance_closure__b-native_min_max_span_range__o-idle_range_pstar__s-cplex_cp__i-na,cfg3__m-reduced__p-native_cp__g-distance_closure__b-native_min_max_span_range__o-idle_range_pstar__s-cplex_cp__i-na,reduced,native_cp,distance_closure,CPLEXCP,CPLEX-CP,DOcplex 2.32.264,n/a,native_min_max_span_range,internal_idle_slot_range_pstar,IRP,NA,,,,,,,,,,0,1,0,0,,1026847,460376,,,,,,"formalism-specific model size: SAT/MaxSAT reports base CNF and soft clauses, MIP reports variables/linear constraints/nonzeros, and CP reports integer variables plus linear/global constraints; SAT bound/totalizer overhead remains separate in optimizer_added_*",1000,1000,1000,1000,0,0,0,0,,,,0.001564,0.021064,0.021067,0.022627,3.082503,"wall-clock from immediately before reading/parsing the .dzn instance through model construction, optimization, solution decoding, and independent validation; excludes worker-process startup and result-file export",0,0,0,peak_process_tree_rss_mb,0d9483a3be1bdf60a6e9a9f06fe08d414291532197fb2237096c3f2f8f93b310,original,data_table03_origin/tic-12crafc.original.dzn,1,data_table03_origin/tic-12crafc.original.dzn,1,data_table03_origin/tic-12crafc.original.dzn,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,,2026-07-23T20:11:36+00:00,7200.0,,6f3ccaf59383a413936ee93d69392f669805b607,True,3.10.12,1.9.dev7,instance-20260722-153126,Linux-6.8.0-1064-gcp-x86_64-with-glibc2.35,x86_64,4,8,15988.055,1,0,/home/dclng566/projects/Business-Meeting-Scheduling-Problem/.venv/bin/python /home/dclng566/projects/Business-Meeting-Scheduling-Problem/src/Main.py --data-dir data_table03_origin --solver cplex_cp --timeout 7200 --threads 1 --random-seed 0 --csv output/cplex_cp_official/data_table03_origin/aggregate.csv --long-csv output/cplex_cp_official/data_table03_origin/detailed.csv --excel-dir output/cplex_cp_official/data_table03_origin/excel --verbose,,,,,Optimal | SearchCompleted | SearchHasNotBeenStopped,,,cplex_cp,,,,exact_native,native_cp+distance_closure,0,39,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,39,41,42",1000,0,0,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","30,32,32,32,32,32,32,28","1,6,8,5,7,6,8,1,4,1,3,4,2,8,3,1,7,5,7,6,1,8,7,8,2,5,3,7,4,8,6,1,6,2,7,5,4,8,3,6,2,5,7,4,8,1,2,6,5,4,2,5,7,3,4,1,6,7,3,8,4,3,1,6,2,3,4,2,6,8,1,5,3,2,4,8,6,5,3,2,8,5,4,1,7,6,6,5,2,7,3,3,6,4,2,8,1,7,5,5,7,3,2,4,1,5,4,6,2,3,7,7,4,2,3,1,5,7,1,4,3,8,2,5,6",1:M1 M8 M10 M16 M21 M32 M46 M56 M63 M71 M84 M97 M105 M116 M119 | 2:M13 M25 M34 M41 M47 M51 M65 M68 M74 M80 M89 M95 M103 M109 M114 M123 | 3:M11 M15 M27 M39 M54 M59 M62 M66 M73 M79 M91 M92 M102 M110 M115 M121 | 4:M9 M12 M29 M37 M44 M50 M55 M61 M67 M75 M83 M94 M104 M107 M113 M120 | 5:M4 M18 M26 M36 M42 M49 M52 M72 M78 M82 M88 M99 M100 M106 M117 M124 | 6:M2 M6 M20 M31 M33 M40 M48 M57 M64 M69 M77 M86 M87 M93 M108 M125 | 7:M5 M17 M19 M23 M28 M35 M43 M53 M58 M85 M90 M98 M101 M111 M112 M118 | 8:M3 M7 M14 M22 M24 M30 M38 M45 M60 M70 M76 M81 M96 M122,one reduced-domain integer time variable per meeting | global all_diff per participant | global count per slot for table capacity | distance-labelled transitive precedence closure | native min/max internal-idle expressions | native max/min range objective over P*,result,native_min_max_span_range
forum-13.original,b2b-199c425a3e6307a9,original,R-DC-IRP-CPO-CP,Reduced,NativeCP,DistanceClosure-E*,NativeMinMaxSpan,IdleRangePstar,CPLEXCP,N/A,OPTIMAL,SAT,0,0,0.104996,False,37.074,CP,CP-MeetingTime-SpanRange,CP-MeetingTime-SpanRange-Reduced-DistanceClosure,154,0,154,0,0,79,0,,,,154,0,,,cfg3__m-reduced__p-native_cp__g-distance_closure__b-native_min_max_span_range__o-idle_range_pstar__s-cplex_cp__i-na,cfg3__m-reduced__p-native_cp__g-distance_closure__b-native_min_max_span_range__o-idle_range_pstar__s-cplex_cp__i-na,reduced,native_cp,distance_closure,CPLEXCP,CPLEX-CP,DOcplex 2.32.264,n/a,native_min_max_span_range,internal_idle_slot_range_pstar,IRP,NA,,,,,,,,,,0,1,0,0,,142,18,,,,,,"formalism-specific model size: SAT/MaxSAT reports base CNF and soft clauses, MIP reports variables/linear constraints/nonzeros, and CP reports integer variables plus linear/global constraints; SAT bound/totalizer overhead remains separate in optimizer_added_*",3234,2395,2395,2395,0,0,0,0,,,,0.001927,0.066615,0.025659,0.068542,0.036454,"wall-clock from immediately before reading/parsing the .dzn instance through model construction, optimization, solution decoding, and independent validation; excludes worker-process startup and result-file export",0,116,2,peak_process_tree_rss_mb,199c425a3e6307a99a2c772c7edde7a528506fa5cbd0af939507b42c1492b171,original,data_table03_origin/forum-13.original.dzn,1,data_table03_origin/forum-13.original.dzn,1,data_table03_origin/forum-13.original.dzn,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,,2026-07-23T20:11:36+00:00,7200.0,,6f3ccaf59383a413936ee93d69392f669805b607,True,3.10.12,1.9.dev7,instance-20260722-153126,Linux-6.8.0-1064-gcp-x86_64-with-glibc2.35,x86_64,4,8,15988.055,1,0,/home/dclng566/projects/Business-Meeting-Scheduling-Problem/.venv/bin/python /home/dclng566/projects/Business-Meeting-Scheduling-Problem/src/Main.py --data-dir data_table03_origin --solver cplex_cp --timeout 7200 --threads 1 --random-seed 0 --csv output/cplex_cp_official/data_table03_origin/aggregate.csv --long-csv output/cplex_cp_official/data_table03_origin/detailed.csv --excel-dir output/cplex_cp_official/data_table03_origin/excel --verbose,,,,,Optimal | SearchCompleted | SearchHasNotBeenStopped,,,cplex_cp,,,,exact_native,native_cp+distance_closure,0,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",2395,839,0,0,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,2,2,0,2,2,2,2,2,0,0,0,2","22,22,24,26,28,28,28,28,22,20,28,12,6,8,4,0,2,0,0,0,0","11,7,1,6,10,2,5,3,4,14,6,13,8,4,11,9,12,10,7,2,8,1,4,6,5,9,5,4,2,9,7,1,3,6,3,11,4,5,7,8,11,10,15,15,14,10,3,6,1,3,6,8,11,5,4,2,7,8,11,7,6,9,10,7,8,11,5,3,6,1,9,2,7,12,10,4,8,7,3,13,10,11,6,2,1,8,5,4,6,1,3,4,11,2,8,5,7,12,9,8,5,10,11,4,2,5,11,7,6,4,3,9,1,3,7,5,11,9,8,2,1,5,1,11,10,3,8,6,12,2,14,9,4,8,3,7,2,9,4,10,6,1,5,11,14,13,12,17,8,6,7,12,5,9",1:M3 M22 M32 M49 M70 M85 M90 M113 M121 M123 M142 | 2:M6 M20 M29 M56 M72 M84 M94 M105 M120 M130 M137 | 3:M8 M33 M35 M47 M50 M68 M79 M91 M111 M114 M126 M135 | 4:M9 M14 M23 M28 M37 M55 M76 M88 M92 M104 M110 M133 M139 | 5:M7 M25 M27 M38 M54 M67 M87 M96 M101 M106 M116 M122 M143 M153 | 6:M4 M11 M24 M34 M48 M51 M61 M69 M83 M89 M109 M128 M141 M150 | 7:M2 M19 M31 M39 M57 M60 M64 M73 M78 M97 M108 M115 M136 M151 | 8:M13 M21 M40 M52 M58 M65 M77 M86 M95 M100 M119 M127 M134 M149 | 9:M16 M26 M30 M62 M71 M99 M112 M118 M132 M138 M154 | 10:M5 M18 M42 M46 M63 M75 M81 M102 M125 M140 | 11:M1 M15 M36 M41 M53 M59 M66 M82 M93 M103 M107 M117 M124 M144 | 12:M17 M74 M98 M129 M147 M152 | 13:M12 M80 M146 | 14:M10 M45 M131 M145 | 15:M43 M44 | 16: | 17:M148 | 18: | 19: | 20: | 21:,one reduced-domain integer time variable per meeting | global all_diff per participant | global count per slot for table capacity | distance-labelled transitive precedence closure | native min/max internal-idle expressions | native max/min range objective over P*,result,native_min_max_span_range
tic-13crafc.original,b2b-2f2b9636e44fb3f6,original,R-DC-IRP-CPO-CP,Reduced,NativeCP,DistanceClosure-E*,NativeMinMaxSpan,IdleRangePstar,CPLEXCP,N/A,TIMEOUT,TIMEOUT,,,7200.001617,True,665.836,CP,CP-MeetingTime-SpanRange,CP-MeetingTime-SpanRange-Reduced-DistanceClosure,180,0,180,0,0,55,0,,,,180,0,,,cfg3__m-reduced__p-native_cp__g-distance_closure__b-native_min_max_span_range__o-idle_range_pstar__s-cplex_cp__i-na,cfg3__m-reduced__p-native_cp__g-distance_closure__b-native_min_max_span_range__o-idle_range_pstar__s-cplex_cp__i-na,reduced,native_cp,distance_closure,CPLEXCP,CPLEX-CP,,n/a,native_min_max_span_range,internal_idle_slot_range_pstar,IRP,NA,,,,,,,,,,0,,,,,,,,,,,,"formalism-specific model size: SAT/MaxSAT reports base CNF and soft clauses, MIP reports variables/linear constraints/nonzeros, and CP reports integer variables plus linear/global constraints; SAT bound/totalizer overhead remains separate in optimizer_added_*",1800,1800,1800,1800,0,0,0,0,,,,0.001926,0.052263,,0.054189,7199.947428,configured wall-clock cutoff measured by the controller; the worker returned no completed validated result,,,,peak_process_tree_rss_mb,2f2b9636e44fb3f601b84fde34a690ae44ea680e9a078ce7377d47a9a5bceb18,original,data_table03_origin/tic-13crafc.original.dzn,1,data_table03_origin/tic-13crafc.original.dzn,1,data_table03_origin/tic-13crafc.original.dzn,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,,2026-07-23T20:11:36+00:00,7200.0,,6f3ccaf59383a413936ee93d69392f669805b607,True,3.10.12,1.9.dev7,instance-20260722-153126,Linux-6.8.0-1064-gcp-x86_64-with-glibc2.35,x86_64,4,8,15988.055,1,0,/home/dclng566/projects/Business-Meeting-Scheduling-Problem/.venv/bin/python /home/dclng566/projects/Business-Meeting-Scheduling-Problem/src/Main.py --data-dir data_table03_origin --solver cplex_cp --timeout 7200 --threads 1 --random-seed 0 --csv output/cplex_cp_official/data_table03_origin/aggregate.csv --long-csv output/cplex_cp_official/data_table03_origin/detailed.csv --excel-dir output/cplex_cp_official/data_table03_origin/excel --verbose,,,docplex.cp/CP Optimizer; Workers=1; RandomSeed=0,,,,,cplex_cp,,,,exact_native,native_cp+distance_closure,,45,"1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47",1800,0,0,0,,,,,one reduced-domain integer time variable per meeting | global all_diff per participant | global count per slot for table capacity | distance-labelled transitive precedence closure | native min/max internal-idle expressions | native max/min range objective over P*,,native_min_max_span_range
tic-14crafc.original,b2b-559ebde3d87c02f5,original,R-DC-IRP-CPO-CP,Reduced,NativeCP,DistanceClosure-E*,NativeMinMaxSpan,IdleRangePstar,CPLEXCP,N/A,TIMEOUT,TIMEOUT,1,,7199.90481,True,596.543,CP,CP-MeetingTime-SpanRange,CP-MeetingTime-SpanRange-Reduced-DistanceClosure,237,0,237,0,0,69,0,,,,237,0,,,cfg3__m-reduced__p-native_cp__g-distance_closure__b-native_min_max_span_range__o-idle_range_pstar__s-cplex_cp__i-na,cfg3__m-reduced__p-native_cp__g-distance_closure__b-native_min_max_span_range__o-idle_range_pstar__s-cplex_cp__i-na,reduced,native_cp,distance_closure,CPLEXCP,CPLEX-CP,DOcplex 2.32.264,n/a,native_min_max_span_range,internal_idle_slot_range_pstar,IRP,NA,,,,,,,,,,0,1,0,1,,2053356021,817156600,,,,,,"formalism-specific model size: SAT/MaxSAT reports base CNF and soft clauses, MIP reports variables/linear constraints/nonzeros, and CP reports integer variables plus linear/global constraints; SAT bound/totalizer overhead remains separate in optimizer_added_*",2370,2370,2370,2370,0,0,0,0,,,,0.002329,0.073075,0.027914,0.075404,7199.829405,"wall-clock from immediately before reading/parsing the .dzn instance through model construction, optimization, solution decoding, and independent validation; excludes worker-process startup and result-file export",1,22,1,peak_process_tree_rss_mb,559ebde3d87c02f55f900fbf5134f0870f006928c6be3c17644a439c59d7bc53,original,data_table03_origin/tic-14crafc.original.dzn,1,data_table03_origin/tic-14crafc.original.dzn,1,data_table03_origin/tic-14crafc.original.dzn,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,,2026-07-23T20:11:36+00:00,7200.0,,6f3ccaf59383a413936ee93d69392f669805b607,True,3.10.12,1.9.dev7,instance-20260722-153126,Linux-6.8.0-1064-gcp-x86_64-with-glibc2.35,x86_64,4,8,15988.055,1,0,/home/dclng566/projects/Business-Meeting-Scheduling-Problem/.venv/bin/python /home/dclng566/projects/Business-Meeting-Scheduling-Problem/src/Main.py --data-dir data_table03_origin --solver cplex_cp --timeout 7200 --threads 1 --random-seed 0 --csv output/cplex_cp_official/data_table03_origin/aggregate.csv --long-csv output/cplex_cp_official/data_table03_origin/detailed.csv --excel-dir output/cplex_cp_official/data_table03_origin/excel --verbose,,,,,Feasible | SearchStopped | SearchStoppedByLimit,,,cplex_cp,,,,exact_native,native_cp+distance_closure,1,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",2370,0,0,0,"0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1","42,48,50,50,50,50,50,50,44,40","5,8,10,2,9,3,7,1,7,9,2,1,9,4,6,5,3,8,5,7,8,2,5,8,1,10,2,4,10,9,10,1,4,7,3,6,4,5,10,3,5,6,8,7,4,10,1,3,8,9,1,7,10,4,7,3,8,9,6,10,5,5,3,9,2,10,8,4,7,6,1,2,4,5,3,9,6,4,3,1,10,8,7,9,5,2,1,6,5,3,4,2,7,3,8,1,2,6,7,8,2,1,10,5,9,3,1,2,2,4,5,3,7,3,5,1,8,4,6,9,10,8,4,6,4,6,1,5,3,7,9,3,6,8,4,1,9,2,7,5,10,8,6,4,2,5,9,2,7,6,6,1,2,5,7,4,10,3,8,9,10,3,5,7,6,9,2,8,4,8,2,6,10,10,4,6,7,1,8,8,7,6,4,7,8,3,4,7,3,8,9,5,5,6,9,7,10,2,3,4,6,4,3,5,9,10,1,6,7,2,8,6,2,1,9,9,2,3,6,1,6,5,2,7,3,8,9,10,2,4,7,1,5,4,8,3,5",1:M8 M12 M25 M32 M47 M51 M71 M80 M87 M96 M102 M107 M116 M127 M136 M152 M178 M207 M214 M220 M232 | 2:M4 M11 M22 M27 M65 M72 M86 M92 M97 M101 M108 M109 M138 M145 M148 M153 M167 M171 M198 M210 M213 M217 M223 M229 | 3:M6 M17 M35 M40 M48 M56 M63 M75 M79 M90 M94 M106 M112 M114 M129 M132 M158 M162 M186 M189 M199 M203 M218 M225 M236 | 4:M14 M28 M33 M37 M45 M54 M68 M73 M78 M91 M110 M118 M123 M125 M135 M144 M156 M169 M175 M183 M187 M200 M202 M230 M234 | 5:M1 M16 M19 M23 M38 M41 M61 M62 M74 M85 M89 M104 M111 M115 M128 M140 M146 M154 M163 M192 M193 M204 M222 M233 M237 | 6:M15 M36 M42 M59 M70 M77 M88 M98 M119 M124 M126 M133 M143 M150 M151 M165 M172 M176 M182 M194 M201 M208 M212 M219 M221 | 7:M7 M9 M20 M34 M44 M52 M55 M69 M83 M93 M99 M113 M130 M139 M149 M155 M164 M177 M181 M184 M188 M196 M209 M224 M231 | 8:M2 M18 M21 M24 M43 M49 M57 M67 M82 M95 M100 M117 M122 M134 M142 M159 M168 M170 M179 M180 M185 M190 M211 M226 M235 | 9:M5 M10 M13 M30 M50 M58 M64 M76 M84 M105 M120 M131 M137 M147 M160 M166 M191 M195 M205 M215 M216 M227 | 10:M3 M26 M29 M31 M39 M46 M53 M60 M66 M81 M103 M121 M141 M157 M161 M173 M174 M197 M206 M228,one reduced-domain integer time variable per meeting | global all_diff per participant | global count per slot for table capacity | distance-labelled transitive precedence closure | native min/max internal-idle expressions | native max/min range objective over P*,result,native_min_max_span_range
