instance,precedence_encoding,precedence_graph,precedence_configuration,solver,objective,domain_mode,basic,imp1,imp2,imp12,imp12+
ticf-13crafc.fixed020-Forb,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 10
ticf-13crafc.fixed020-Forb,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 10
ticf-13crafc.fixed020-Forb,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),reduced,-,-,-,-,0.5 10
ticf-13crafc.fixed040-Forb,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),full,-,-,-,-,0.3 12
ticf-13crafc.fixed040-Forb,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),full,-,-,-,-,0.6 12
ticf-13crafc.fixed040-Forb,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),full,-,-,-,-,0.6 12
ticf-13crafc.fixed040-Forb,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),reduced,-,-,-,-,0.2 12
ticf-13crafc.fixed040-Forb,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,0.3 12
ticf-13crafc.fixed040-Forb,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),reduced,-,-,-,-,0.3 12
ticf-14crafa.fixed020-Forb,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),full,-,-,-,-,1.0 15
ticf-14crafa.fixed020-Forb,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),full,-,-,-,-,1.8 15
ticf-14crafa.fixed020-Forb,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),full,-,-,-,-,1.5 15
ticf-14crafa.fixed020-Forb,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),reduced,-,-,-,-,0.8 15
ticf-14crafa.fixed020-Forb,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,1.6 15
ticf-14crafa.fixed020-Forb,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),reduced,-,-,-,-,1.2 15
ticf-14crafa.fixed040-Forb,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),full,-,-,-,-,0.7 16
ticf-14crafa.fixed040-Forb,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),full,-,-,-,-,1.2 16
ticf-14crafa.fixed040-Forb,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),full,-,-,-,-,1.1 16
ticf-14crafa.fixed040-Forb,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),reduced,-,-,-,-,0.5 16
ticf-14crafa.fixed040-Forb,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,0.8 16
ticf-14crafa.fixed040-Forb,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),reduced,-,-,-,-,0.8 16
