instance,precedence_encoding,precedence_graph,precedence_configuration,solver,objective,domain_mode,basic,imp1,imp2,imp12,imp12+,n/a
forum-13.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,9.5 0
forum-13.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,UNSAT
forum-13crafb.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,UNSAT
forum-13crafb.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,UNSAT
forum-13crafc.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,13.4 0
forum-13crafc.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,UNSAT
forum-14.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,14.0 4
forum-14.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,UNSAT
forumt-14.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,1.9 2
forumt-14.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,4.0 2
forumt-14crafc.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,2.7 2
forumt-14crafc.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,2.8 2
forumt-14crafd.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,2.0 2
forumt-14crafd.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,9.0 2
forumt-14crafe.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,2.7 2
forumt-14crafe.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,22.7 2
tic-12.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,3.2 0
tic-12.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,7.5 0
tic-12crafc.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,2.0 0
