instance,precedence_encoding,precedence_graph,precedence_configuration,solver,objective,domain_mode,basic,imp1,imp2,imp12,imp12+,n/a
forum-13crafc.prec40,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),reduced,-,-,-,-,0.6 1,-
forum-13crafc.prec40,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,1.0 1,-
forum-13crafc.prec40,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),reduced,-,-,-,-,0.8 1,-
forum-13crafc.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,0.5 1,-
forum-13crafc.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,1.2 1,-
forum-13crafc.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,0.8 1,-
forum-14.prec30,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),full,-,-,-,-,1.8 4,-
forum-14.prec30,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),full,-,-,-,-,2.6 4,-
forum-14.prec30,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),full,-,-,-,-,2.5 4,-
forum-14.prec30,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,1.8 4,-
forum-14.prec30,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,3.4 4,-
forum-14.prec30,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,2.6 4,-
forum-14.prec30,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),full,-,-,-,-,1.7 4,-
forum-14.prec30,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),full,-,-,-,-,2.6 4,-
forum-14.prec30,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),full,-,-,-,-,2.5 4,-
forum-14.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,1.8 4,-
forum-14.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,2.7 4,-
forum-14.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,2.4 4,-
forum-14.prec30,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),reduced,-,-,-,-,1.7 4,-
forum-14.prec30,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,2.3 4,-
forum-14.prec30,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),reduced,-,-,-,-,2.1 4,-
forum-14.prec30,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,1.5 4,-
forum-14.prec30,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,2.3 4,-
forum-14.prec30,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,2.1 4,-
forum-14.prec30,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),reduced,-,-,-,-,1.6 4,-
forum-14.prec30,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,2.3 4,-
forum-14.prec30,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),reduced,-,-,-,-,2.1 4,-
forum-14.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,1.5 4,-
forum-14.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,2.4 4,-
forum-14.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,2.2 4,-
forum-14.prec35,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),full,-,-,-,-,1.7 4,-
forum-14.prec35,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),full,-,-,-,-,3.6 4,-
forum-14.prec35,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),full,-,-,-,-,2.6 4,-
forum-14.prec35,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,2.7 4,-
forum-14.prec35,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,3.1 4,-
forum-14.prec35,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,2.5 4,-
forum-14.prec35,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),full,-,-,-,-,2.6 4,-
forum-14.prec35,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),full,-,-,-,-,2.9 4,-
forum-14.prec35,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),full,-,-,-,-,2.5 4,-
forum-14.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,1.7 4,-
forum-14.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,2.6 4,-
forum-14.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,2.3 4,-
forum-14.prec35,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),reduced,-,-,-,-,2.2 4,-
forum-14.prec35,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,2.3 4,-
forum-14.prec35,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),reduced,-,-,-,-,2.2 4,-
forum-14.prec35,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,1.5 4,-
forum-14.prec35,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,2.6 4,-
forum-14.prec35,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,2.2 4,-
forum-14.prec35,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),reduced,-,-,-,-,1.5 4,-
forum-14.prec35,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,2.8 4,-
forum-14.prec35,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),reduced,-,-,-,-,2.8 4,-
forum-14.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,1.5 4,-
forum-14.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,2.6 4,-
forum-14.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,2.1 4,-
forum-14.prec40,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),full,-,-,-,-,1.7 4,-
forum-14.prec40,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),full,-,-,-,-,3.5 4,-
forum-14.prec40,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),full,-,-,-,-,3.5 4,-
forum-14.prec40,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,1.7 4,-
forum-14.prec40,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,2.7 4,-
forum-14.prec40,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,2.5 4,-
forum-14.prec40,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),full,-,-,-,-,2.5 4,-
forum-14.prec40,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),full,-,-,-,-,3.2 4,-
forum-14.prec40,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),full,-,-,-,-,2.4 4,-
forum-14.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,1.5 4,-
forum-14.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,2.5 4,-
forum-14.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,2.3 4,-
forum-14.prec40,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),reduced,-,-,-,-,2.1 4,-
forum-14.prec40,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,2.4 4,-
forum-14.prec40,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),reduced,-,-,-,-,2.0 4,-
forum-14.prec40,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,2.1 4,-
forum-14.prec40,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,2.5 4,-
forum-14.prec40,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,2.0 4,-
forum-14.prec40,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),reduced,-,-,-,-,1.5 4,-
forum-14.prec40,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,2.4 4,-
forum-14.prec40,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),reduced,-,-,-,-,2.0 4,-
forum-14.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,1.5 4,-
forum-14.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,2.2 4,-
forum-14.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,2.0 4,-
forumt-14.prec30,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14.prec30,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),full,-,-,-,-,0.6 2,-
forumt-14.prec30,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14.prec30,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14.prec30,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,0.6 2,-
forumt-14.prec30,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14.prec30,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14.prec30,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),full,-,-,-,-,0.6 2,-
forumt-14.prec30,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),full,-,-,-,-,0.5 2,-
forumt-14.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,0.6 2,-
forumt-14.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14.prec30,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14.prec30,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14.prec30,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14.prec30,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14.prec30,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14.prec30,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,0.4 2,-
forumt-14.prec30,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14.prec30,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14.prec30,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),reduced,-,-,-,-,0.4 2,-
forumt-14.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14.prec35,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14.prec35,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),full,-,-,-,-,0.6 2,-
forumt-14.prec35,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14.prec35,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14.prec35,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,0.6 2,-
forumt-14.prec35,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14.prec35,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14.prec35,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),full,-,-,-,-,0.6 2,-
forumt-14.prec35,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,0.6 2,-
forumt-14.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14.prec35,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14.prec35,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14.prec35,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),reduced,-,-,-,-,0.4 2,-
forumt-14.prec35,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14.prec35,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14.prec35,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,0.4 2,-
forumt-14.prec35,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14.prec35,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14.prec35,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),reduced,-,-,-,-,0.4 2,-
forumt-14.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,0.4 2,-
forumt-14.prec40,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14.prec40,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),full,-,-,-,-,0.6 2,-
forumt-14.prec40,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),full,-,-,-,-,0.5 2,-
forumt-14.prec40,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14.prec40,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,0.7 2,-
forumt-14.prec40,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,0.5 2,-
forumt-14.prec40,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14.prec40,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),full,-,-,-,-,0.6 2,-
forumt-14.prec40,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),full,-,-,-,-,0.5 2,-
forumt-14.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,0.6 2,-
forumt-14.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14.prec40,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14.prec40,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14.prec40,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),reduced,-,-,-,-,0.4 2,-
forumt-14.prec40,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14.prec40,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14.prec40,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,0.4 2,-
forumt-14.prec40,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),reduced,-,-,-,-,0.4 2,-
forumt-14.prec40,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14.prec40,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),reduced,-,-,-,-,0.4 2,-
forumt-14.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,0.4 2,-
forumt-14crafc.prec30,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14crafc.prec30,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),full,-,-,-,-,0.5 2,-
forumt-14crafc.prec30,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14crafc.prec30,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14crafc.prec30,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,0.6 2,-
forumt-14crafc.prec30,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14crafc.prec30,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14crafc.prec30,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),full,-,-,-,-,0.5 2,-
forumt-14crafc.prec30,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14crafc.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14crafc.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,0.5 2,-
forumt-14crafc.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14crafc.prec30,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14crafc.prec30,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14crafc.prec30,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14crafc.prec30,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,0.2 2,-
forumt-14crafc.prec30,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14crafc.prec30,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14crafc.prec30,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14crafc.prec30,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14crafc.prec30,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14crafc.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,0.2 2,-
forumt-14crafc.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14crafc.prec30,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14crafc.prec35,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14crafc.prec35,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),full,-,-,-,-,0.6 2,-
forumt-14crafc.prec35,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14crafc.prec35,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14crafc.prec35,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,0.6 2,-
forumt-14crafc.prec35,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14crafc.prec35,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14crafc.prec35,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),full,-,-,-,-,0.5 2,-
forumt-14crafc.prec35,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14crafc.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14crafc.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,0.5 2,-
forumt-14crafc.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14crafc.prec35,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14crafc.prec35,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,0.4 2,-
forumt-14crafc.prec35,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14crafc.prec35,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,0.2 2,-
forumt-14crafc.prec35,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,0.4 2,-
forumt-14crafc.prec35,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14crafc.prec35,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14crafc.prec35,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14crafc.prec35,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14crafc.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14crafc.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),reduced,-,-,-,-,0.5 2,-
forumt-14crafc.prec35,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14crafc.prec40,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14crafc.prec40,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),full,-,-,-,-,0.6 2,-
forumt-14crafc.prec40,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14crafc.prec40,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14crafc.prec40,pairwise,distance_closure,pairwise+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,0.7 2,-
forumt-14crafc.prec40,pairwise,distance_closure,pairwise+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,0.5 2,-
forumt-14crafc.prec40,sparse_suffix,direct,sparse_suffix+direct,incremental,IdleRange(P*),full,-,-,-,-,0.3 2,-
forumt-14crafc.prec40,sparse_suffix,direct,sparse_suffix+direct,maxsat,IdleRange(P*),full,-,-,-,-,0.7 2,-
forumt-14crafc.prec40,sparse_suffix,direct,sparse_suffix+direct,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14crafc.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,incremental,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14crafc.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,maxsat,IdleRange(P*),full,-,-,-,-,0.5 2,-
forumt-14crafc.prec40,sparse_suffix,distance_closure,sparse_suffix+distance_closure,multiple,IdleRange(P*),full,-,-,-,-,0.4 2,-
forumt-14crafc.prec40,pairwise,direct,pairwise+direct,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
forumt-14crafc.prec40,pairwise,direct,pairwise+direct,maxsat,IdleRange(P*),reduced,-,-,-,-,0.4 2,-
forumt-14crafc.prec40,pairwise,direct,pairwise+direct,multiple,IdleRange(P*),reduced,-,-,-,-,0.4 2,-
forumt-14crafc.prec40,pairwise,distance_closure,pairwise+distance_closure,incremental,IdleRange(P*),reduced,-,-,-,-,0.3 2,-
